,EOF1
1992-03-13 09:00:00,-0.2825932065423427
1992-03-16 09:00:00,0.08285333774677944
1992-03-20 09:00:00,-0.2179861990973217
1992-03-23 09:00:00,-0.0017228552845566097
1992-03-24 09:00:00,-0.20453513610091592
1992-03-25 09:00:00,-0.2630887313168067
1992-03-26 09:00:00,-0.3475510785068895
1992-04-19 09:00:00,-0.26880067295431526
1992-04-20 09:00:00,-0.33094525969723454
1992-04-26 09:00:00,0.5318252797965055
1992-04-28 09:00:00,0.48062732236242167
1993-03-10 09:00:00,0.3396259851315586
1993-03-11 09:00:00,0.4289763094771524
1993-03-20 09:00:00,0.44064483919137937
1993-03-22 09:00:00,0.31219859110506876
1993-03-23 09:00:00,0.09033109448069018
1993-03-24 09:00:00,0.019903810267105783
1993-03-26 09:00:00,-0.348282994300026
1993-04-13 09:00:00,-0.10001405555424843
1993-04-27 09:00:00,0.27217731878736173
1993-04-28 09:00:00,0.11801511140850525
1993-05-07 09:00:00,-0.06288058149952042
1993-05-08 09:00:00,-0.05751536305325103
1993-05-24 09:00:00,0.4603284067918588
1994-03-12 09:00:00,0.4499485795469459
1994-03-13 09:00:00,0.47789673065680993
1994-03-17 09:00:00,0.10607086609154683
1994-03-21 09:00:00,0.012137691801613426
1994-03-28 09:00:00,-0.11234151393993179
1994-04-03 09:00:00,0.027001574090545585
1994-04-04 09:00:00,-0.06302031324943888
1995-03-07 09:00:00,-0.7193537109938989
1995-03-08 09:00:00,-0.7154359783581491
1995-03-21 09:00:00,-0.1813816385141064
1995-03-22 09:00:00,-0.2826481152518722
1995-03-23 09:00:00,-0.20539620450607315
1995-04-21 09:00:00,-0.22989287316222395
1995-04-24 09:00:00,-0.3158441061425084
1995-04-25 09:00:00,-0.45962583072670893
1995-05-15 09:00:00,-0.4913528203780985
1995-05-16 09:00:00,-0.4759834964854498
1995-05-17 09:00:00,-0.5618929472723708
1995-05-18 09:00:00,-0.6148976213026202
1995-05-19 09:00:00,-0.6835336468385537
1996-03-04 09:00:00,-0.07506333573366615
1996-03-05 09:00:00,-0.11567611504171338
1996-03-08 09:00:00,-0.011896115734028134
1996-03-09 09:00:00,-0.0003665783663580363
1996-03-10 09:00:00,-0.05512814292901384
1996-03-11 09:00:00,-0.2379781366901287
1996-03-12 09:00:00,-0.28852803371681257
1996-03-13 09:00:00,-0.30694847441928436
1996-03-14 09:00:00,-0.4222974035983902
1996-03-15 09:00:00,-0.4864387992060074
1996-03-18 09:00:00,-0.24603542299590267
1996-03-22 09:00:00,0.07635027882746062
1996-03-23 09:00:00,0.16587854543962516
1996-03-24 09:00:00,0.30569328788042854
1996-03-26 09:00:00,0.510455144655314
1996-03-29 09:00:00,-0.42646097081356266
1996-03-30 09:00:00,-0.4739670441077921
1996-03-31 09:00:00,-0.40734182363595406
1996-04-26 09:00:00,0.3989166220151777
1997-03-06 09:00:00,0.5520747095143631
1997-03-08 09:00:00,0.5058697301655799
1997-03-10 09:00:00,0.3995853436852832
1997-03-16 09:00:00,0.31067697476783834
1997-03-17 09:00:00,0.3770728648118794
1997-03-18 09:00:00,0.39911904563783107
1997-03-27 09:00:00,0.38168687592498685
1997-04-11 09:00:00,0.6339699571005447
1997-05-06 09:00:00,0.101588393718175
1998-03-02 09:00:00,0.32751409753382094
1998-03-03 09:00:00,0.37324783912466086
1998-03-04 09:00:00,0.3631852404431612
1998-03-06 09:00:00,0.07124934945696827
1998-03-07 09:00:00,0.14334443102259256
1998-03-19 09:00:00,0.2982027196351324
1998-03-22 09:00:00,-0.026975875416611214
1998-03-23 09:00:00,-0.050810376700349276
1998-03-24 09:00:00,0.002328903186308491
1998-03-31 09:00:00,0.6557586833316768
1998-04-01 09:00:00,0.5390607079492178
1998-04-05 09:00:00,0.3581984653236898
1998-04-06 09:00:00,0.0765221087765941
1998-04-22 09:00:00,0.06582473523599584
1998-04-24 09:00:00,0.23109453790037873
1998-04-25 09:00:00,0.17512576409972835
1998-05-02 09:00:00,0.014850271068785626
1998-05-18 09:00:00,-0.172366395972877
1999-03-01 09:00:00,0.33219151523210866
1999-03-03 09:00:00,0.005047621753022542
1999-03-06 09:00:00,-0.5669371188877793
1999-03-07 09:00:00,-0.628291287131461
1999-04-06 09:00:00,0.5980319982700458
1999-04-09 09:00:00,0.19997270770625003
1999-04-10 09:00:00,-0.06959589179310977
1999-05-27 09:00:00,-0.1615777649485801
1999-05-30 09:00:00,-0.13748433679766878
1999-05-31 09:00:00,-0.03213456932516775
2000-04-24 09:00:00,-0.03352019537363153
2000-04-29 09:00:00,-0.05654643755167733
2000-05-24 09:00:00,0.014893018529691451
2000-05-25 09:00:00,-0.07378281604477023
2000-05-26 09:00:00,-0.042091219519569706
2001-03-23 09:00:00,0.08922911022848998
2002-03-02 09:00:00,-0.061880214177491726
2002-03-22 09:00:00,0.3280170846537355
2002-04-05 09:00:00,-0.24732884493006196
2002-04-13 09:00:00,-0.2987859703607668
2002-04-14 09:00:00,-0.3472707059736105
2002-04-22 09:00:00,0.28345667912844624
2002-05-14 09:00:00,0.41728129784294876
2002-05-19 09:00:00,-0.048350692457094814
2003-03-01 09:00:00,0.042204448375347675
2003-03-13 09:00:00,0.34879579108243675
2003-03-14 09:00:00,-0.09197561727258453
2003-03-27 09:00:00,0.6811349546163495
2003-03-28 09:00:00,0.5393798151821995
2003-03-31 09:00:00,0.38488133028969884
2003-04-15 09:00:00,0.058994035723644235
2003-04-18 09:00:00,-0.285867539052675
2004-03-14 09:00:00,0.5483106420663525
2004-03-15 09:00:00,0.5112597995083811
2004-03-16 09:00:00,0.5468205311198742
2004-03-17 09:00:00,0.6460627543432895
2004-03-20 09:00:00,0.44663890556771985
2004-03-28 09:00:00,-0.45972649368866825
2004-04-02 09:00:00,0.2702419508991149
2004-04-14 09:00:00,-0.24576804902710817
2004-04-15 09:00:00,0.042923344434324814
2004-04-16 09:00:00,0.26274865704231726
2004-05-06 09:00:00,-0.34676653972363664
2004-05-11 09:00:00,-0.389716775309656
2004-05-13 09:00:00,-0.23370953281357396
2005-03-16 09:00:00,0.5772713125568004
2005-03-17 09:00:00,0.6793122214521318
2005-03-23 09:00:00,0.35081719008116174
2005-03-24 09:00:00,0.5405258276830421
2005-03-25 09:00:00,0.6159956573743605
2005-04-04 09:00:00,0.44429312558697925
2005-04-05 09:00:00,0.2232674692707756
2005-04-10 09:00:00,-0.4453638583988834
2006-03-11 09:00:00,-0.28279642142485134
2006-03-30 09:00:00,0.12452919282078667
2006-04-08 09:00:00,-0.12007711670431205
2006-04-09 09:00:00,-0.30764128531896184
2006-04-10 09:00:00,-0.3613957990793576
2006-04-11 09:00:00,-0.4532114370912497
2006-05-30 09:00:00,-0.45722424996442973
2007-03-12 09:00:00,-0.15667354876465936
2007-03-16 09:00:00,0.5840229535481324
2007-03-17 09:00:00,0.6439897160750887
2007-03-18 09:00:00,0.49352497192663175
2007-03-19 09:00:00,0.06295294611221222
2007-03-29 09:00:00,-0.03665193852990961
2007-03-30 09:00:00,-0.21907220055160312
2007-03-31 09:00:00,-0.23683872042285647
2007-04-04 09:00:00,0.016448847589723408
2007-04-22 09:00:00,0.09206404215087759
2007-05-17 09:00:00,-0.027731720194886143
2007-05-21 09:00:00,-0.46461897720181133
2007-05-22 09:00:00,-0.4503990707209782
2008-04-09 09:00:00,-0.11406976470113787
2009-03-01 09:00:00,0.4117583737432902
2009-03-02 09:00:00,0.33266827854639064
2009-03-31 09:00:00,0.04634175132574437
2009-04-01 09:00:00,0.018792840802936608
2009-04-05 09:00:00,0.16818468951065232
2009-04-14 09:00:00,-0.09190236570146902
2009-04-17 09:00:00,0.2866149066724498
2009-04-18 09:00:00,0.2701166809263776
2009-04-22 09:00:00,-0.004825838791542277
2009-05-26 09:00:00,0.3238200553156511
2010-03-28 09:00:00,-0.13388308542630387
2010-03-29 09:00:00,-0.15768691953908243
2010-03-30 09:00:00,-0.30352215290874446
2010-03-31 09:00:00,-0.4101102602771273
2010-04-01 09:00:00,-0.40994544353133655
2010-04-19 09:00:00,-0.5570589463019047
2010-04-20 09:00:00,-0.5852710807507024
2010-04-21 09:00:00,-0.3772798482001856
2010-04-24 09:00:00,-0.3212514071117877
2010-05-03 09:00:00,0.020767406483797452
2010-05-04 09:00:00,-0.10350834217406732
2010-05-05 09:00:00,-0.1920406376058089
2010-05-12 09:00:00,-0.41744234935048796
2010-05-17 09:00:00,-0.5328892650721523
2010-05-20 09:00:00,-0.15276032526790126
2010-05-21 09:00:00,-0.006506620996739961
2011-03-19 09:00:00,-0.49968349442002374
2011-03-20 09:00:00,-0.5161896310790631
2011-03-21 09:00:00,-0.44418419370669754
2011-05-21 09:00:00,-0.17482418551453507
