,EOF1,EOF2
1979-12-01 09:00:00,0.5938063951775321,-0.1056407521099409
1979-12-02 09:00:00,0.3343965516850771,0.13013493037083312
1980-01-24 09:00:00,0.28123897368750866,-0.32471790658828126
1980-02-12 09:00:00,0.0751348109679059,0.24850457157540307
1980-02-13 09:00:00,-0.22092249823077773,-0.008408721030044116
1980-02-25 09:00:00,0.4005186988066998,-0.13864129526137117
1980-02-26 09:00:00,0.11085581333531305,0.07218674123436625
1980-12-13 09:00:00,0.42421978450093256,-0.21011992200830273
1980-12-23 09:00:00,-0.7182704988223954,0.03939965707468853
1981-01-27 09:00:00,-0.08201668042245856,-0.34491465912656133
1981-02-10 09:00:00,0.4103301790121035,-0.34208410327357897
1981-02-11 09:00:00,0.4748334823272605,0.07264242971215673
1981-12-11 09:00:00,-0.4983308673849484,-0.045858066555658786
1982-01-29 09:00:00,-0.4082485516853359,0.12546167086254276
1982-02-09 09:00:00,0.5332644321812756,-0.19852657385427921
1982-02-17 09:00:00,0.06199028083473611,0.05515804030022553
1982-02-18 09:00:00,-0.07694645562292206,0.14296230262604806
1982-12-08 09:00:00,0.235884753293585,0.26587664211711287
1983-01-25 09:00:00,0.43869852643407914,-0.049071593537262224
1983-01-27 09:00:00,0.29577787436973113,-0.19443998469290655
1983-02-27 09:00:00,0.4538072984774817,-0.37247611927977625
1983-02-28 09:00:00,0.45801748369195866,0.10962992500396988
1983-12-25 09:00:00,-0.22335311631363783,-0.6205515419373298
1983-12-26 09:00:00,0.061094040313411785,-0.6281936612297502
1983-12-27 09:00:00,0.15908083259402178,-0.22524314197926382
1984-01-16 09:00:00,-0.34183764996275895,-0.505136282501815
1984-01-17 09:00:00,-0.13894353719582145,-0.5310533460181288
1984-02-19 09:00:00,-0.6684525338624867,0.058161804825718234
1984-02-20 09:00:00,-0.6301456661551564,-0.03918749282354195
1984-12-07 09:00:00,0.4907508968080365,-0.07752159349554866
1984-12-09 09:00:00,0.47730405418169813,-0.13954175865449514
1984-12-10 09:00:00,0.3271388915275297,-0.24455741358871522
1984-12-13 09:00:00,-0.18938383184449786,-0.7117496783636631
1984-12-14 09:00:00,-0.10356927453375839,-0.47598747948500664
1985-12-06 09:00:00,0.1692578709618063,0.4663090346687507
1985-12-19 09:00:00,0.4253531177246776,-0.42374639823071086
1985-12-20 09:00:00,0.4819602523234414,-0.008505219024848291
1985-12-21 09:00:00,0.2968854653705874,0.004959747467005538
1986-02-09 09:00:00,-0.4145129710521482,0.2932498149089105
1986-12-03 09:00:00,0.5442227468740016,-0.121778943844069
1986-12-04 09:00:00,0.7069542993858671,-0.01357670086851892
1986-12-05 09:00:00,0.6340419211552796,0.24604571568451608
1986-12-06 09:00:00,0.3412871030317535,0.33675027150288084
1986-12-21 09:00:00,-0.24292631779415474,-0.09036770652526713
1987-02-11 09:00:00,0.29336900483076317,0.4800844560346163
1987-12-11 09:00:00,-0.4457819017740217,0.17514656460752603
1987-12-12 09:00:00,-0.3186914849650152,-0.22369041351874033
1987-12-29 09:00:00,0.5573034154427017,0.045186402453362376
1987-12-30 09:00:00,0.6503946126170985,0.20675063693543294
1987-12-31 09:00:00,0.4778530574711344,0.5562418368929793
1988-01-01 09:00:00,0.28984323213271446,0.7099364645436751
1988-01-20 09:00:00,-0.12181223173401605,0.4896648278087645
1988-02-18 09:00:00,0.2780113750438541,-0.16019042406168765
1988-02-19 09:00:00,0.006440932708126452,-0.011912317614044413
1988-02-23 09:00:00,-0.33996947399733257,-0.6294178164971614
1988-02-24 09:00:00,-0.26701675724479723,-0.3499308374840137
1988-12-20 09:00:00,-0.13205644660043386,-0.056213071576513174
1988-12-27 09:00:00,0.5491626830973271,-0.3713441949978084
1988-12-28 09:00:00,0.6124310353592257,-0.09486554084164715
1988-12-29 09:00:00,0.3845229508535755,-0.14990238683644258
1989-01-05 09:00:00,0.34829259173909416,0.26659701534570535
1989-01-07 09:00:00,-0.40817781169342404,0.032133887837340745
1989-01-08 09:00:00,-0.3111517205414153,-0.33920327463007177
1989-02-02 09:00:00,0.675634112072122,-0.042827926359930185
1989-02-03 09:00:00,0.518000334020277,0.05417868633967793
1989-02-19 09:00:00,0.0026987652343295867,-0.762808091698487
1989-02-23 09:00:00,0.44328150665688754,0.17206831232605121
1989-12-06 09:00:00,0.44843133352324427,0.03488938229064559
1989-12-07 09:00:00,0.43324790649833567,0.2046470488677003
1989-12-16 09:00:00,0.4037052726129541,-0.1132103676488173
1989-12-17 09:00:00,0.3882425354906083,0.134868646563338
1989-12-25 09:00:00,-0.4965427774653858,-0.12180425846572172
1989-12-26 09:00:00,-0.4937380142821677,-0.1283015277301421
1990-01-17 09:00:00,0.4956782931024806,0.17955753396362775
1990-01-18 09:00:00,0.43835084290448145,0.4191311314511573
1990-01-19 09:00:00,0.06051661405829554,0.5501816337945493
1990-01-26 09:00:00,-0.15815422560007414,-0.024342148141038068
1990-02-05 09:00:00,0.2591214246765647,-0.6524614674628462
1990-02-06 09:00:00,0.26252781834969524,-0.493952084068728
1990-02-07 09:00:00,0.04393379897521441,-0.31869055888314485
1990-02-11 09:00:00,-0.00886745786538977,-0.13250760035892437
1990-12-18 09:00:00,-0.09130133609984661,0.3732794350623307
1990-12-26 09:00:00,0.06644095373088223,0.3926953172487615
1990-12-27 09:00:00,-0.10407853002210417,0.3423637910095765
1990-12-28 09:00:00,-0.5069445985340101,0.10036153723752454
1990-12-29 09:00:00,-0.5660643596782738,-0.2750972637935243
1991-01-02 09:00:00,-0.3337531448134956,-0.39616741285058543
