,EOF1,EOF2,LOC,AR_CAT
1988-03-09 09:00:00,-0.12509075439173215,-0.2481806482531535,R01,2
1988-03-10 09:00:00,-0.09356819440106431,-0.2863294341609727,R01,2
1988-03-11 09:00:00,-0.07144282383852357,-0.16381028596211275,R01/R02,2
1988-03-12 09:00:00,-0.037220645354140734,0.10480495883736678,R02,2
1988-03-13 09:00:00,0.11148677187659424,0.3913969103607714,R03,1
1988-03-14 09:00:00,0.2440734694195094,0.20720578311377627,R03,1
1988-03-19 09:00:00,-0.12767701740189083,0.5817711145928202,R03,2
1988-03-24 09:00:00,-0.42510275988521673,0.04145618076477933,R01,2
1988-03-25 09:00:00,-0.3850788585269393,0.3095320938632917,R01,2
1988-04-29 09:00:00,-0.0948187950673883,-0.5267402198600128,R01,2
1989-03-17 09:00:00,0.05702782137596351,0.05930693008427158,R01,1
1989-03-21 09:00:00,-0.12708633296972138,-0.27151442270659193,R01/R02,2
1989-03-27 09:00:00,0.3202920132339334,0.3310975075386068,R02,1
1989-03-29 09:00:00,0.5993471214338525,0.017222361191517127,R01,1
1989-03-30 09:00:00,0.5684728225369631,-0.10710862782254975,R01,1
1989-03-31 09:00:00,0.5379701214298616,-0.03479453335347517,R01/R02,1
1989-04-07 09:00:00,-0.006816289221555214,-0.16075708708428998,R01,2
1989-04-08 09:00:00,-0.0023400393642650282,-0.013737107113907382,R01,2
1989-04-09 09:00:00,-0.15084389763497658,0.2588771267277351,R02,2
1989-04-10 09:00:00,-0.13430694150164213,0.29687161162354764,R03,2
1989-04-28 09:00:00,-0.35864566296642536,-0.18460551359309343,R03,2
1989-04-30 09:00:00,-0.31183753913601664,-0.3479951740017016,R01,2
1989-05-01 09:00:00,-0.4639222703892507,-0.15003375102781755,R01/R02,2
1989-05-08 09:00:00,0.06299640513139235,0.04594940612371304,R01,1
1989-05-25 09:00:00,-0.028583575579542997,0.281257464307891,R03,2
1989-05-26 09:00:00,0.010583960912952047,0.17280767404707095,R03,2
1989-05-27 09:00:00,0.017736231173850037,0.030277528545349996,R03,2
1990-03-02 09:00:00,-0.18219804775152637,0.4121906074543577,R03,2
1990-03-03 09:00:00,-0.29290004414695053,0.24750524849413147,R03,2
1990-03-15 09:00:00,0.6076290496587379,-0.2241733506133215,R01,1
1990-03-16 09:00:00,0.5403476587185562,-0.271641866163885,R01,1
1990-03-19 09:00:00,0.4527058728134804,-0.003168328178879463,R01,1
1990-03-20 09:00:00,0.2990791287061291,0.1487823883222165,R01,1
1990-03-21 09:00:00,0.14271396814020004,0.41132533517610265,R01/R02,1
1990-03-22 09:00:00,0.1793371189087287,0.5307134753973095,R02,1
1990-03-23 09:00:00,0.1459448463185385,0.6744587392816204,R03,1
1990-03-24 09:00:00,0.25796237401149347,0.6004936446322869,R03,1
1990-04-13 09:00:00,-0.28988173566515657,0.11079104296602471,R03,2
1990-04-16 09:00:00,0.04633701480918674,-0.2018139030827106,R01,2
1990-04-17 09:00:00,0.042620887298793125,-0.23283249426864355,R01,2
1990-04-28 09:00:00,-0.03795779685686852,0.34123625622180703,R03,2
1990-05-13 09:00:00,0.1138509124033296,-0.3022655030821464,R03,1
1990-05-14 09:00:00,0.35218175352157,-0.2006504087303535,R01/R03,1
1990-05-15 09:00:00,0.2759257972083655,0.015606092054381,R03,1
1991-03-07 09:00:00,0.17619403275554363,-0.033750436007805425,R01,1
1991-03-08 09:00:00,-0.050503527365047304,-0.08070761442153182,R01,2
1991-03-16 09:00:00,-0.06975765742918295,-0.5567480275779525,R01,2
1991-03-17 09:00:00,-0.2839824400365122,-0.2932980119144165,R01,2
1991-03-24 09:00:00,-0.014148127183044567,0.03937656920310194,R03,2
1991-03-28 09:00:00,-0.41296801272814393,-0.20009346083579385,R01,2
1991-04-30 09:00:00,-0.45297602273116494,-0.014174778928408198,R01/R03,2
1991-05-03 09:00:00,-0.3644915294152523,-0.08564713118540784,R03,2
1991-05-08 09:00:00,-0.5875316957119601,-0.0995431660215674,R03,2
1991-05-20 09:00:00,-0.24210631595568807,-0.295888699627382,R01,2
1991-05-23 09:00:00,0.21412610707340238,-0.20200009723139775,R03,1
1992-03-10 09:00:00,0.2726571507313219,-0.19623038991258226,R01,1
1992-03-12 09:00:00,-0.21357311032862297,-0.08533828049910104,R01/R02,2
1992-03-13 09:00:00,-0.2208834443196323,0.20565910158503892,R02,2
1992-03-16 09:00:00,0.1702291901695072,0.3361992717977112,R01,1
1992-03-20 09:00:00,-0.157525820736144,0.16223076764441485,R02,2
1992-03-22 09:00:00,0.07472938375039527,0.08379970777905203,R02,1
1992-03-23 09:00:00,-0.003669272719760477,-0.08403965048537426,R02/R03,2
1992-03-24 09:00:00,-0.2533120962000437,-0.31485565844504554,R02/R03,2
1992-03-25 09:00:00,-0.3199762566358665,-0.2683574877667893,R01/R02/R03,2
1992-03-26 09:00:00,-0.4373869797672369,-0.418449274097941,R02/R03,2
1992-03-29 09:00:00,-0.5538615862220612,-0.08320824846442226,R03,2
1992-03-30 09:00:00,-0.3038284406148494,0.0074006727411992795,R03,2
1992-04-20 09:00:00,-0.26320611726881654,0.05444039716919049,R01,2
1992-04-26 09:00:00,0.5664815052406595,0.15063202937960488,R01,1
1992-04-28 09:00:00,0.5078472181326625,-0.05700203037992869,R01,1
1993-03-10 09:00:00,0.31103500629724207,-0.44148680570949494,R01,1
1993-03-11 09:00:00,0.41557292639013843,-0.18742328566786165,R01,1
1993-03-20 09:00:00,0.541245825207019,0.582391866834011,R01,1
1993-03-22 09:00:00,0.3462729794530639,0.146339040923103,R01/R03,1
1993-03-23 09:00:00,0.17116430167894942,0.3411951504661742,R02,1
1993-03-24 09:00:00,0.11112190204541024,0.47925801242814026,R02,1
1993-03-25 09:00:00,-0.053666628183072315,0.44244043765065516,R03,2
1993-03-26 09:00:00,-0.33792368278623164,0.09825603203773728,R03,2
1993-04-13 09:00:00,-0.17047749508296817,-0.18351627760547956,R01,2
1993-04-27 09:00:00,0.23945519488239864,-0.2803369548830427,R01,1
1993-04-28 09:00:00,0.06250591015225608,-0.4225948492018377,R01,2
1993-05-04 09:00:00,-0.05488233042568272,-0.11177241864531866,R03,2
1993-05-07 09:00:00,-0.08608330743410449,-0.5247590894256506,R01,2
1993-05-08 09:00:00,-0.05403230313764169,-0.3636212943658035,R01,2
1993-05-24 09:00:00,0.47781334977869566,-0.1774248396523268,R01,1
1994-03-11 09:00:00,0.40893284203744906,0.26754670500372,R01,1
1994-03-12 09:00:00,0.497363063190871,0.1719025542992954,R01/R02,1
1994-03-13 09:00:00,0.49741826297172126,-0.040518446213207965,R01/R02,1
1994-03-17 09:00:00,0.04926714592083757,-0.3606931716861829,R01,2
1994-03-28 09:00:00,-0.10892348403585615,0.03175364367870776,R01,2
1994-04-03 09:00:00,-0.003386928553091751,-0.395269389763667,R01,2
1994-04-04 09:00:00,-0.06196930914557724,-0.19526572556248079,R01,2
1994-04-05 09:00:00,-0.30285097631325797,-0.007661765170185122,R02,2
1995-03-07 09:00:00,-0.7054702796434067,0.19297329086127699,R03,2
1995-03-08 09:00:00,-0.7003397923547171,0.225916754676485,R03,2
1995-03-09 09:00:00,-0.6634476171884133,0.2728417209718076,R03,2
1995-03-19 09:00:00,0.29125781433656805,0.10071355880417213,R01,1
1995-03-21 09:00:00,-0.17089011026991086,-0.04117422674558994,R01,2
1995-03-22 09:00:00,-0.2538025091363935,-0.007725800657091058,R01,2
1995-03-23 09:00:00,-0.14703477784963123,0.07426278174450457,R01,2
1995-04-17 09:00:00,-0.5937892094828362,-0.33128465459276046,R01,2
1995-04-21 09:00:00,-0.20116729900340669,0.14281292273811078,R01,2
1995-04-24 09:00:00,-0.3455245774522285,-0.2397237873946192,R01,2
1995-04-25 09:00:00,-0.5233113371766835,-0.37368155798758573,R01,2
1995-05-14 09:00:00,-0.47608260449254924,-0.1335767402757368,R03,2
1995-05-15 09:00:00,-0.49276969428841166,0.019060556948272665,R03,2
1995-05-16 09:00:00,-0.44602271635120844,0.15780542680266682,R03,2
1995-05-17 09:00:00,-0.5097167437453182,0.3154054745176141,R03,2
1995-05-18 09:00:00,-0.5444654538376232,0.4581330463141372,R03,2
1995-05-19 09:00:00,-0.6271011621281445,0.39050257499203367,R03,2
1996-03-04 09:00:00,-0.12674789265423467,-0.40034643562401784,R01,2
1996-03-05 09:00:00,-0.12130574384374022,-0.24438445519616336,R01,2
1996-03-08 09:00:00,-0.03856675774199157,-0.11990427909094463,R01,2
1996-03-09 09:00:00,-0.04255034408398067,-0.16453829932203412,R01/R02,2
1996-03-10 09:00:00,-0.10669817582243732,-0.3201886368819082,R01/R02,2
1996-03-11 09:00:00,-0.28419940433896834,-0.3682007466822911,R01/R02,2
1996-03-12 09:00:00,-0.33768276681063286,-0.356990319009541,R02,2
1996-03-13 09:00:00,-0.35893019802271986,-0.3856795471740203,R01/R02/R03,2
1996-03-14 09:00:00,-0.465937515367007,-0.29100861544747963,R01/R02/R03,2
1996-03-15 09:00:00,-0.5300652178741785,-0.35695951328829784,R01/R02,2
1996-03-17 09:00:00,-0.448262614552085,-0.3428136997111952,R02,2
1996-03-18 09:00:00,-0.2347533208898114,-0.22063532940402056,R03,2
1996-03-23 09:00:00,0.270465193366196,0.47148940614805823,R03,1
1996-03-24 09:00:00,0.40680117313957515,0.47508070443592115,R02/R03,1
1996-03-26 09:00:00,0.5251239000287392,0.1743287383375309,R01/R02/R03,1
1996-03-29 09:00:00,-0.3847670003484847,0.19441836634836512,R02/R03,2
1996-03-30 09:00:00,-0.4172341211567956,0.3843553676456271,R03,2
1996-03-31 09:00:00,-0.3622122858870442,0.3120382885850782,R03,2
1996-04-26 09:00:00,0.3953610280592326,-0.1917254176813698,R01,1
1997-03-06 09:00:00,0.5720244891232842,-0.08296582499776212,R01,1
1997-03-08 09:00:00,0.5384926370659847,-0.08058144705755495,R01,1
1997-03-10 09:00:00,0.4642291731925069,0.046667735015860676,R01,1
1997-03-15 09:00:00,0.24873480609877413,0.10706359944394246,R02,1
1997-03-16 09:00:00,0.34269146053762606,0.10934118027968899,R02/R03,1
1997-03-17 09:00:00,0.4053752198321018,0.13703464355440495,R01/R02/R03,1
1997-03-18 09:00:00,0.426594550039374,0.1909353411229857,R02,1
1997-03-27 09:00:00,0.3967051894274103,0.017494128952065705,R01,1
1997-04-11 09:00:00,0.6153912610101886,-0.27414096424178896,R01,1
1997-05-06 09:00:00,0.09278515869271912,-0.0427502599648475,R01,1
1998-03-02 09:00:00,0.33165698212754413,0.07235472375861551,R01,1
1998-03-03 09:00:00,0.3969797599315757,0.135934071056196,R01,1
1998-03-04 09:00:00,0.41374182422814265,0.3134848058044037,R02,1
1998-03-06 09:00:00,0.14327172451222137,0.6186509282957473,R03,1
1998-03-07 09:00:00,0.20883007915396165,0.6631402323598226,R03,1
1998-03-19 09:00:00,0.37348364470398426,0.20688209820518885,R01,1
1998-03-22 09:00:00,0.04572974115725714,0.14547363899970536,R03,1
1998-03-23 09:00:00,0.034176125128064824,0.33267850756489425,R03,1
1998-03-24 09:00:00,0.06430430940023185,0.23559097483441824,R03,1
1998-03-30 09:00:00,0.5488771075506441,-0.0217762602759467,R01,1
1998-03-31 09:00:00,0.6717892567980422,-0.1986362061007988,R01,1
1998-04-01 09:00:00,0.5446101440942391,-0.2099789807213137,R01,1
1998-04-05 09:00:00,0.3277016737965777,-0.03939945734176674,R01,1
1998-04-06 09:00:00,0.04953339745730406,-0.14058635644264067,R01,2
1998-04-21 09:00:00,-0.0841820836390106,0.06896733110110122,R03,2
1998-04-22 09:00:00,0.06432297315599145,-0.04531792342997368,R03,1
1998-04-24 09:00:00,0.2065396983679304,-0.5248618891198048,R01,1
1998-04-25 09:00:00,0.20900635236787454,-0.2098475919141279,R01,1
1998-05-02 09:00:00,-0.07105148573395832,-0.47938925952897876,R01,2
1998-05-18 09:00:00,-0.1723492909223161,-0.24878107646015557,R01,2
1999-03-01 09:00:00,0.3052068800834277,-0.2020976513957331,R01,1
1999-03-03 09:00:00,-0.045754973710322264,-0.334281060206883,R01,2
1999-03-06 09:00:00,-0.6223921691947817,-0.25973501200600463,R01,2
1999-03-07 09:00:00,-0.6530307239090447,-0.10460602515366554,R02,2
1999-03-08 09:00:00,-0.5842446092060432,0.13475704351685086,R02,2
1999-04-06 09:00:00,0.6505943584998167,0.07055560513270938,R01,1
1999-04-09 09:00:00,0.15338837873581465,-0.37782554304468685,R01,1
1999-04-10 09:00:00,-0.10910134560963293,-0.41864679575824437,R01,2
1999-05-27 09:00:00,-0.08917705073067063,0.2978801602873201,R03,2
1999-05-28 09:00:00,-0.1635744104107585,0.4298509229427449,R03,2
1999-05-29 09:00:00,-0.14486282903972947,0.5230107084408158,R03,2
1999-05-30 09:00:00,-0.024266439942348807,0.5476146962778825,R03,2
1999-05-31 09:00:00,0.08748299046651449,0.5701811381399178,R03,1
2000-04-24 09:00:00,0.03267706913111501,0.2618601653202726,R01/R03,1
2000-04-29 09:00:00,-0.014905991826104059,0.06726656837175364,R03,2
2000-05-24 09:00:00,0.04605315900012043,0.20546519864839533,R02/R03,1
2000-05-25 09:00:00,-0.02889213960273402,0.2279656856113373,R02/R03,2
2000-05-26 09:00:00,0.0007608200217716022,0.1515917992293772,R02/R03,2
2000-05-27 09:00:00,-0.06422935580535287,-0.014184606103428084,R02/R03,2
2000-05-28 09:00:00,-0.16850233092993774,-0.08633281225045882,R03,2
2001-03-23 09:00:00,0.1418271042819033,0.4670154450703066,R03,1
2001-04-27 09:00:00,-0.15081990909760323,0.23445042733345886,R03,2
2002-03-02 09:00:00,-0.07127090467748112,0.25214611526138536,R02,2
2002-03-22 09:00:00,0.362559771714959,0.03664905680423449,R01,1
2002-04-04 09:00:00,-0.09267666601176397,-0.5620386463133502,R01,2
2002-04-13 09:00:00,-0.3990600050123149,-0.5928173831748514,R01,2
2002-04-14 09:00:00,-0.4220645530869529,-0.5438079444313065,R01,2
2002-04-22 09:00:00,0.29199818970801733,-0.37876172383394013,R01,1
2002-05-13 09:00:00,0.2738903693061145,-0.42770501400099553,R01,1
2002-05-14 09:00:00,0.4112286430888627,-0.18339828844812744,R01,1
2002-05-19 09:00:00,0.05008400362986488,0.5257877373308658,R03,1
2002-05-20 09:00:00,0.10533112270550093,0.40035801559402245,R03,1
2003-03-13 09:00:00,0.36672195444549793,0.17902497147111587,R01,1
2003-03-14 09:00:00,-0.08038842345493277,-0.06526898609137047,R01,2
2003-03-27 09:00:00,0.6473146157651538,-0.35364660848266005,R01,1
2003-03-31 09:00:00,0.4139883246498129,0.10238926423774215,R03,1
2003-04-14 09:00:00,0.09642741356017025,-0.05805835668380893,R01,1
2003-04-15 09:00:00,0.07787923597846953,-0.00833687790086531,R01,1
2003-04-18 09:00:00,-0.24754870475248944,-0.12414842670070866,R01,2
2003-05-04 09:00:00,0.11384861759750033,0.5640851345945925,R03,1
2004-03-14 09:00:00,0.530182518950481,-0.12127367393659312,R01,1
2004-03-15 09:00:00,0.49258116081294684,-0.1621175220487946,R01,1
2004-03-16 09:00:00,0.5292743339604444,-0.1759545469400665,R01,1
2004-03-17 09:00:00,0.6402297413999035,-0.14252511280374322,R01,1
2004-03-20 09:00:00,0.47028336886068434,0.05834408426847402,R01,1
2004-03-28 09:00:00,-0.4655744346584973,0.0507907648378455,R03,2
2004-04-02 09:00:00,0.2543199875565847,-0.15344646946707396,R01,1
2004-04-14 09:00:00,-0.2726087109104075,-0.05306538548250435,R02/R03,2
2004-04-15 09:00:00,0.02025073128364759,-0.042430257541069785,R02/R03,2
2004-04-16 09:00:00,0.22153424862248872,-0.11554732522994211,R01/R03,1
2004-04-30 09:00:00,-0.42635635411673967,0.16923929456790326,R02,2
2004-05-06 09:00:00,-0.4278446681119245,-0.5277512102309077,R01,2
2004-05-11 09:00:00,-0.4282335322177664,-0.17558436590604812,R03,2
2004-05-13 09:00:00,-0.3097768026901125,-0.38503971810558457,R03,2
2005-03-16 09:00:00,0.6022047841079654,-0.03836805884907258,R01,1
2005-03-17 09:00:00,0.6938557374272646,-0.05551530426138519,R01,1
2005-03-23 09:00:00,0.40651098707622807,0.37139436390217295,R03,1
2005-03-24 09:00:00,0.5634765339882051,0.22433636393903805,R03,1
2005-03-25 09:00:00,0.6388085858760204,0.14012988904208687,R01,1
2005-04-04 09:00:00,0.4345944763958059,-0.2338124695673005,R01,1
2005-04-05 09:00:00,0.23193727827573835,-0.24375502955722322,R01,1
2006-03-11 09:00:00,-0.287778528966624,-0.11087232153226632,R03,2
2006-03-30 09:00:00,0.1484898943465343,0.06416665132384963,R01,1
2006-04-08 09:00:00,-0.1154069655548668,-0.05698260786568079,R01,2
2006-04-09 09:00:00,-0.24721840329064376,0.43596317238842097,R01/R02,2
2006-04-10 09:00:00,-0.2929884885351862,0.5903886509701369,R03,2
2006-04-11 09:00:00,-0.40108247491431676,0.47340969184932896,R03,2
2006-05-30 09:00:00,-0.44599252358148384,0.016097376826467606,R03,2
2007-03-12 09:00:00,-0.1254471364830654,-0.08189317160269775,R02,2
2007-03-13 09:00:00,-0.01579460413027188,0.17749566832840302,R02,2
2007-03-16 09:00:00,0.5858903815209173,0.015751163932126746,R01,1
2007-03-17 09:00:00,0.5937852919488902,-0.2882130182967988,R01,1
2007-03-18 09:00:00,0.4217749968898826,-0.37883124694739706,R01,1
2007-03-19 09:00:00,-0.022200370241858867,-0.43710261311599713,R01,2
2007-03-29 09:00:00,-0.13253489171282995,-0.7128528605930343,R01,2
2007-03-30 09:00:00,-0.3048053509458874,-0.6978290076830858,R01,2
2007-03-31 09:00:00,-0.2892005370785619,-0.5096995585563381,R01,2
2007-04-04 09:00:00,-0.045147583646536905,-0.47361363779122356,R01,2
2007-04-22 09:00:00,0.12662900134686195,0.1447349993146639,R03,1
2007-05-17 09:00:00,-0.021164818003118032,-0.19197166314996983,R01,2
2007-05-21 09:00:00,-0.40878530658635676,0.30963677272388607,R02/R03,2
2007-05-22 09:00:00,-0.3819057704408678,0.35432299557042457,R03,2
2008-04-09 09:00:00,-0.11259003865979894,0.19425251672823218,R01,2
2009-03-01 09:00:00,0.3875765599158335,-0.010292733532243805,R01/R02,1
2009-03-02 09:00:00,0.27952191061689224,-0.2687404274000484,R01,1
2009-03-31 09:00:00,-0.005083601898159869,-0.20888049274903978,R03,2
2009-04-01 09:00:00,-0.03149846348236081,-0.25927322805022013,R01,2
2009-04-05 09:00:00,0.15717339032321997,-0.3058926467288429,R01,1
2009-04-14 09:00:00,-0.15001817603373616,-0.537458511710562,R01,2
2009-04-18 09:00:00,0.21629454593539837,-0.358301724909949,R03,1
2009-05-24 09:00:00,0.37507482660472485,0.4611934114220884,R03,1
2009-05-25 09:00:00,0.4102732291687367,0.46777514423087563,R03,1
2009-05-26 09:00:00,0.39086642672144156,0.43939117259814214,R03,1
2010-03-28 09:00:00,-0.11570890759416946,0.207362650946191,R03,2
2010-03-29 09:00:00,-0.09798044551428853,0.4201893602191349,R03,2
2010-03-30 09:00:00,-0.2645467040689406,0.36884665859458227,R03,2
2010-03-31 09:00:00,-0.3962146374723802,0.16480181096123542,R03,2
2010-04-19 09:00:00,-0.5699774590985616,-0.039199677813911316,R02/R03,2
2010-04-20 09:00:00,-0.5562137737286327,0.1651125644228367,R03,2
2010-04-21 09:00:00,-0.3093758082263736,0.37872237264764536,R03,2
2010-04-24 09:00:00,-0.2991986996190794,0.19000589153658104,R03,2
2010-05-03 09:00:00,-0.0024721867921900743,-0.16595522792611067,R01,2
2010-05-04 09:00:00,-0.14219977286672777,-0.23513736826165907,R01,2
2010-05-12 09:00:00,-0.42534549218272466,0.24595519722079542,R03,2
2010-05-16 09:00:00,-0.5993034925465264,-0.2571163178850395,R01,2
2010-05-17 09:00:00,-0.5410680958395566,-0.14425111972364096,R01/R02,2
2010-05-20 09:00:00,-0.12982102111687235,-0.1390238725651426,R03,2
2010-05-21 09:00:00,0.007889067717268688,-0.27579247986046046,R03,2
2010-05-22 09:00:00,-0.013219802416323452,-0.2088207193792181,R01,2
2011-03-19 09:00:00,-0.44711107657977395,0.2349036506511124,R02/R03,2
2011-03-20 09:00:00,-0.44287462624352836,0.26671226901263323,R03,2
2011-03-21 09:00:00,-0.36992913681886885,0.20333001491316754,R03,2
2011-05-21 09:00:00,-0.12527337719184373,0.13799687229308627,R03,2
2012-03-03 09:00:00,0.5770637075463058,0.11221279401202353,R01,1
2012-03-04 09:00:00,0.4017004914249823,-0.03817519533947888,R01/R02,1
2012-03-15 09:00:00,0.567900458636887,0.1755483709620215,R01,1
2012-03-16 09:00:00,0.7044994847915177,0.09760210171149883,R01,1
2012-03-18 09:00:00,0.5155967304907073,-0.1640878158623973,R01,1
2012-03-31 09:00:00,0.39418595855971317,-0.2883048952634978,R01,1
2012-04-22 09:00:00,-0.5460268456435856,0.24849562793490473,R03,2
2012-04-23 09:00:00,-0.5410021350178362,0.20647071296608382,R03,2
2012-04-27 09:00:00,-0.05083627658040963,0.3162486219671274,R03,2
2012-04-28 09:00:00,-0.024381500674516988,0.478422521454726,R03,2
2012-04-29 09:00:00,-0.1097902284932482,0.47891449119740676,R03,2
2013-03-12 09:00:00,-0.49471643222558936,-0.3828874563781914,R01,2
2013-04-04 09:00:00,-0.5366251601046139,0.15494396953882006,R03,2
2013-05-25 09:00:00,-0.6447263957292657,-0.2687707305292231,R01,2
2013-05-29 09:00:00,-0.4377856227228196,-0.278446176633363,R03,2
