0.1780,-0.5293
0.0491,-0.4495
0.4111,-0.0425
0.3341,-0.2093
0.3701,0.1042
0.3389,0.1637
0.1909,0.0389
-0.1202,-0.0420
-0.1789,-0.3799
-0.4354,-0.0099
0.1495,-0.0361
-0.1620,0.3889
0.1418,-0.3855
0.3684,0.3597
-0.3968,0.2837
0.6425,0.1611
-0.1090,-0.3891
-0.1016,0.1775
0.0925,0.3067
-0.5684,-0.3355
-0.4966,-0.1329
-0.6069,0.0547
-0.4859,-0.0267
-0.1484,0.3154
0.1366,-0.1847
-0.0242,0.4438
0.1389,0.3621
-0.5912,0.1032
-0.3810,0.0907
0.2514,-0.2919
-0.1161,0.0373
-0.6296,-0.1670
-0.5977,-0.0039
-0.1733,-0.2923
0.2560,-0.7114
0.0167,-0.7897
0.2103,0.0486
0.4688,0.1441
0.3696,-0.4197
0.2167,-0.5641
0.5786,-0.2700
0.5141,-0.4351
-0.0017,-0.2139
-0.0616,0.1628
-0.1692,0.5427
-0.0804,0.5702
0.0518,0.3544
-0.2874,0.1096
0.1838,0.1240
0.6023,0.0032
-0.3184,0.3217
-0.0428,0.3543
0.0473,0.4044
0.3998,0.3891
0.2466,0.5359
0.0630,0.5151
0.0206,0.3224
0.1136,0.3881
0.2653,0.2441
0.4292,0.2868
0.3825,-0.0399
0.3098,-0.1177
0.2022,-0.2156
-0.1202,0.2353
0.3823,0.4721
-0.3798,0.1854
-0.2706,0.2378
0.3857,0.5012
-0.3719,0.1198
-0.3292,0.0296
0.2850,-0.2149
-0.5725,-0.2216
-0.6498,-0.0375
-0.4902,0.0157
0.5457,0.0424
0.1135,0.0937
0.1015,0.1251
0.0943,0.0192
0.0860,-0.2528
-0.0529,-0.5137
-0.2252,-0.2933
0.4453,-0.5668
0.2062,-0.6688
0.4684,-0.0139
0.4442,-0.3160
0.3493,-0.0396
0.2586,-0.2400
-0.0089,0.1617
0.1032,0.4025
-0.2751,-0.3468
-0.5983,-0.0267
-0.5843,0.1287
-0.5439,0.0808
-0.0280,0.2407
-0.0097,0.1072
0.3404,0.2547
0.2972,0.3513
0.4579,0.1972
0.1969,-0.3543
0.3070,-0.1601
-0.4286,0.0101
-0.2572,-0.1183
-0.0721,-0.3488
-0.0955,-0.4798
-0.0529,-0.6500
-0.1844,-0.5851
-0.0506,0.0857
-0.0448,0.1298
0.0599,-0.3791
-0.1432,0.2724
-0.3615,0.1168
-0.2585,-0.0840
-0.1955,0.0647
0.0322,0.1804
0.0319,0.5899
0.2694,0.3194
0.0154,0.0653
0.4822,-0.0090
0.3481,0.1504
0.2386,0.1963
-0.2022,0.1075
-0.2552,0.1701
-0.0883,0.2032
0.2361,0.0857
0.2621,-0.2278
-0.1051,-0.4349
0.2021,-0.2008
0.0043,0.0492
0.2252,0.3854
0.2851,0.3884
0.3769,0.5469
0.2637,0.2152
0.3141,-0.1034
-0.5386,-0.1927
-0.4847,0.0172
-0.3391,0.3227
-0.4340,0.1078
-0.4654,-0.6369
-0.3132,-0.1072
-0.1041,-0.2905
-0.0398,-0.4147
0.3507,-0.0316
0.1179,0.2396
-0.2593,0.2828
-0.0985,0.4388
0.0723,0.4736
0.0537,0.3244
-0.4684,0.0863
-0.4575,-0.2121
-0.4802,-0.0362
-0.0880,0.3614
-0.0135,-0.1872
0.1102,-0.0211
-0.0145,0.3797
0.0653,0.2281
0.7119,-0.1219
0.7097,-0.1386
0.1783,-0.0060
