0.2765,-0.0341
0.1898,-0.1215
0.2327,-0.0684
0.3326,0.3156
0.4823,0.4548
0.4893,0.0003
0.4690,-0.1238
0.5524,-0.2554
0.6011,-0.3921
0.6725,-0.3291
0.0807,0.2744
0.1119,0.1164
0.0174,0.1271
0.0097,0.1585
0.0677,0.2830
0.2510,0.3301
0.3077,0.3653
0.3293,0.4372
0.4430,0.3992
0.5100,0.4716
0.2421,0.1987
-0.1048,-0.5389
-0.1951,-0.5866
-0.3332,-0.5857
-0.5164,-0.2630
0.4173,-0.2011
0.4587,-0.4047
0.3949,-0.3530
-0.3968,0.1637
-0.5556,-0.0078
-0.5126,-0.0041
-0.4197,-0.1298
-0.3219,-0.1705
-0.3876,-0.2095
-0.4102,-0.2636
-0.3876,-0.0700
-0.6316,0.1427
-0.0984,0.0592
-0.3314,-0.0994
-0.3781,-0.1043
-0.3791,-0.2580
-0.0939,-0.5952
-0.1631,-0.6248
-0.3141,-0.3621
0.0065,-0.3079
0.0245,-0.4789
-0.0216,-0.3836
-0.6601,0.0506
-0.5450,0.0883
-0.3520,0.0833
-0.0675,0.2021
-0.0671,-0.0380
-0.2232,0.4102
-0.1888,0.0931
0.0077,0.5390
0.1655,0.1437
-0.3172,0.2304
0.0143,0.4020
0.5865,0.3954
0.6395,0.2367
-0.6168,-0.1908
-0.1842,0.3582
0.0900,0.4418
0.1371,-0.2889
0.1049,-0.5368
-0.0029,-0.5869
0.0218,-0.3233
0.0477,-0.0599
-0.0268,-0.2681
0.0616,-0.2559
0.0322,-0.1476
-0.1035,-0.4744
0.0681,-0.1064
-0.3335,-0.1559
0.2668,0.4996
0.3352,0.6628
0.3793,0.5907
-0.2804,0.2746
-0.4236,0.0764
0.0262,-0.5265
-0.0461,0.0422
-0.3528,-0.2542
0.0955,0.0147
-0.6723,0.2547
-0.5376,0.1787
-0.3959,-0.1950
-0.0623,0.0169
0.2769,0.0840
-0.5443,0.1036
-0.5013,0.1428
-0.5376,0.1467
-0.6445,0.1023
-0.4478,-0.0585
0.4675,0.0203
-0.2674,0.1333
0.2590,0.1143
-0.0363,0.0664
-0.2521,0.1391
0.3663,0.5139
0.4004,0.1667
0.2562,0.3732
-0.5766,0.0018
-0.6815,0.0374
-0.3672,-0.3929
-0.5475,-0.2522
-0.6205,-0.1883
-0.4474,0.1090
-0.2235,0.1832
0.4558,0.0302
0.2869,0.0709
-0.1318,-0.1209
0.1216,0.0617
0.2914,-0.3708
0.3457,-0.4979
0.4459,-0.3942
0.4586,0.0100
0.1535,0.1212
-0.5851,-0.0907
-0.6274,0.2379
-0.4743,0.3665
-0.0464,0.4631
0.0639,0.7020
0.2480,0.7113
0.2539,0.5129
0.0010,0.4023
-0.0963,-0.1495
0.0250,0.1504
0.4485,-0.2344
0.4326,-0.2946
0.1080,-0.1822
-0.4029,-0.0523
-0.3131,0.2156
-0.0246,0.3394
0.0043,0.3965
-0.1684,0.3160
0.1008,0.4997
-0.2847,0.0565
-0.2537,0.3366
0.0087,0.2357
-0.3440,-0.4710
0.1213,-0.2446
0.1397,-0.4386
0.3010,-0.3130
0.4185,-0.1073
0.4202,0.0048
0.5703,0.1379
0.5792,-0.1291
0.3550,-0.4012
0.3250,-0.1148
-0.0104,0.1898
0.1237,0.3173
0.2158,0.4114
0.4201,-0.1562
0.5378,0.1135
0.1448,-0.0036
-0.0024,0.1077
0.4961,-0.1854
0.5073,-0.2364
0.4319,-0.1861
0.1685,-0.1283
-0.5580,-0.1831
-0.3898,-0.0176
-0.2098,-0.2650
-0.5203,-0.3275
-0.5232,0.1632
-0.0944,0.0386
-0.4140,0.1773
0.5589,-0.1720
0.5559,-0.1075
0.1097,-0.2435
0.0924,-0.4076
0.1628,-0.3838
0.4530,0.4033
0.5378,-0.0965
0.6082,0.2924
-0.4873,0.3058
-0.3212,0.4490
-0.1677,0.2015
-0.3564,-0.1917
-0.4801,0.0358
-0.2947,0.3438
-0.1423,0.2538
0.3753,-0.4924
0.4215,-0.5071
0.4100,-0.5020
0.1587,0.0711
0.4674,-0.0691
0.2489,-0.3174
-0.0315,-0.4318
0.4664,0.0312
-0.3461,0.4953
0.1975,0.4153
0.1742,0.0293
0.1180,-0.2512
-0.1498,-0.4539
-0.0903,-0.2419
-0.2499,-0.4197
0.0375,-0.0489
-0.2917,-0.4725
-0.3166,-0.2076
0.4991,0.3491
0.4334,0.2429
0.2954,0.1336
0.0436,-0.0755
-0.3355,0.1603
0.1690,0.6181
0.3187,0.4424
-0.2715,-0.2389
-0.5287,-0.1850
-0.4947,0.0608
-0.2885,0.3750
-0.2620,0.3970
-0.2993,0.2586
-0.1871,0.2981
-0.0691,0.0228
0.0226,-0.3321
0.1015,-0.3448
0.3956,-0.2576
0.6276,-0.1110
0.2947,-0.2012
0.2760,-0.0436
0.2692,-0.6820
0.1503,-0.6619
-0.2723,0.3109
-0.3354,0.2350
-0.3903,0.2203
-0.4829,0.2176
0.0587,0.2004
0.3252,0.0323
0.1719,-0.2395
-0.3325,-0.1967
0.0090,-0.3113
0.1280,-0.1506
-0.3301,0.3947
