-0.7225,0.1594
-0.3271,-0.3895
0.1935,-0.4984
0.2912,-0.5289
0.3572,-0.4862
0.3245,-0.0749
0.0865,0.2588
-0.3324,-0.1701
-0.1956,-0.4344
0.1872,0.4557
0.5653,0.1026
-0.5012,-0.2416
-0.3029,-0.4570
-0.3334,0.4358
-0.5221,0.4666
-0.6292,0.3152
-0.5010,0.1827
-0.2881,0.1321
0.3269,0.1384
0.4231,-0.6276
-0.0451,0.0573
-0.6557,-0.0480
-0.4176,-0.2420
-0.1532,-0.1275
-0.3475,0.0580
0.2497,0.0458
0.0852,0.1160
-0.2998,0.0706
-0.3019,0.2371
0.0233,-0.0385
0.2909,-0.3013
0.4188,-0.2800
0.6144,0.1361
0.4500,0.0402
0.3106,-0.3835
-0.4063,0.0309
-0.3361,0.2091
0.0748,-0.0453
0.0173,0.1902
-0.3836,0.0978
0.0804,-0.0484
-0.0963,-0.1028
-0.2710,-0.5326
-0.0596,0.6423
-0.7587,0.1311
-0.6668,-0.1522
0.2610,-0.3456
-0.3832,0.3214
0.0197,-0.5998
0.6506,-0.3228
0.5883,-0.1729
0.2495,-0.0590
-0.0435,-0.0833
0.4660,0.0510
0.5735,0.1230
0.5112,0.0999
-0.0271,0.6192
-0.1737,0.6249
-0.3192,0.3658
-0.1950,-0.0345
0.3102,-0.0473
0.4116,-0.3160
0.0628,-0.0422
-0.6763,-0.1947
-0.5801,-0.3361
-0.0075,-0.5669
0.0883,0.1753
-0.6132,0.4119
0.5457,0.0018
0.7001,-0.0089
0.4909,0.4133
-0.0453,0.3805
-0.1006,0.5578
-0.2527,0.6275
-0.5343,0.4961
-0.6309,0.3058
-0.6129,0.4636
-0.7002,0.4248
-0.6472,0.1477
-0.5798,0.0448
0.1325,0.3604
0.1721,0.3657
0.4007,-0.3665
0.2526,-0.2951
-0.4574,0.2063
0.1159,-0.0520
0.2859,-0.0684
0.3446,0.3172
0.2994,0.4047
0.3429,0.2970
0.0184,0.1346
0.2952,0.1681
0.0159,-0.0222
0.3804,0.0834
0.3131,0.4569
-0.2673,0.6943
-0.4735,0.6231
0.0847,0.4805
-0.2287,0.3519
-0.2645,-0.1619
0.5457,-0.0831
-0.5265,0.0462
0.0236,0.0625
-0.1260,0.0305
-0.2404,-0.3572
0.5346,0.0405
0.1500,0.2860
0.1643,0.3306
0.3045,0.1207
0.0858,0.3750
-0.2432,-0.4512
-0.4305,-0.4182
-0.2945,-0.4637
-0.2504,-0.5546
-0.0503,-0.7070
-0.4870,-0.3102
-0.5356,-0.2713
0.5675,-0.1286
0.4283,0.2148
-0.2052,0.6954
-0.3496,0.3528
0.0309,0.2508
-0.4279,0.2023
0.0302,0.0028
-0.5978,0.2546
-0.5304,0.0009
0.2261,-0.3875
0.1793,-0.1077
-0.1269,0.1269
-0.5175,0.0708
0.1348,-0.3348
0.1852,-0.3198
-0.2879,-0.1456
-0.2899,-0.2708
-0.4050,-0.3232
-0.2799,-0.2869
0.3103,-0.6124
0.3362,0.4001
0.1741,0.6152
0.1579,0.1430
0.5188,0.0761
0.3827,0.3757
0.0965,0.3498
-0.0604,0.4235
-0.2327,0.2689
-0.0680,0.3724
-0.4941,-0.3184
-0.0954,-0.3390
-0.0135,-0.2975
-0.4899,0.0550
0.3167,-0.0450
-0.0732,-0.5139
0.2957,0.1535
-0.6828,0.3424
-0.6797,0.1254
0.2771,-0.5177
-0.6547,0.1382
-0.6527,-0.2590
-0.4834,-0.2104
0.0319,-0.0512
-0.6655,-0.2406
-0.4160,-0.5318
-0.0621,-0.5105
-0.6310,-0.0179
-0.6451,0.0835
-0.4383,-0.3726
-0.4574,0.1234
-0.3118,0.0290
0.0433,-0.5190
0.2763,0.1783
-0.0013,0.5471
-0.2735,0.4612
-0.4969,0.2308
-0.6220,0.1735
0.3965,-0.5062
0.4902,-0.0606
0.2288,0.0062
-0.6577,-0.2660
-0.5561,-0.2523
0.6948,-0.1904
-0.1518,0.4721
-0.1800,0.1238
0.0022,-0.3907
0.1510,-0.4921
0.1399,0.6463
-0.2240,0.7166
0.3574,-0.1651
0.2707,0.0528
0.7192,0.2339
0.4119,0.6073
0.4763,-0.2595
0.5962,-0.3023
0.6842,-0.2513
0.6676,-0.0200
0.3858,0.2438
-0.2093,-0.3942
0.0644,-0.5238
-0.5862,0.1750
-0.3691,0.0749
-0.2708,0.2861
