,LOC,EOF1,EOF2,AR_CAT,EOF_CAT1,EOF_CAT2,EOF_CAT
1988-12-28 09:00:00,R01,-0.48730728250891886,0.15178948332115513,1,1,0,1
1988-12-29 09:00:00,R01,-0.32484743742673056,-0.05255006735261611,1,0,0,0
1989-01-05 09:00:00,R01,-0.3281867238346703,-0.1834344093137995,1,1,0,1
1989-01-07 09:00:00,R02,0.27602531291175675,-0.11299560648316073,2,0,0,0
1989-01-08 09:00:00,R02/R03,0.2269199751318603,0.21967511003856913,2,0,0,0
1989-02-02 09:00:00,R01,-0.5659089168806142,0.06398097289966112,1,1,0,1
1989-02-03 09:00:00,R01,-0.45865204811699883,0.006044616926475497,1,1,0,1
1989-02-14 09:00:00,R03,0.07595539928341552,0.2789867708857048,2,0,1,2
1989-02-19 09:00:00,R03,0.06771564489764141,0.648648131851145,2,0,1,2
1989-02-23 09:00:00,R01,-0.24567424705332194,0.043732512970742425,1,0,0,0
1989-12-06 09:00:00,R01,-0.38528485940974216,-0.02252192395136896,1,1,0,1
1989-12-07 09:00:00,R01,-0.420825909799659,-0.0785901393401071,1,1,0,1
1989-12-16 09:00:00,R01,-0.32941034151362386,0.279257333683102,1,1,1,2
1989-12-17 09:00:00,R01,-0.309987190458451,0.06425189243569912,1,0,0,0
1989-12-25 09:00:00,R03,0.3209802811457173,-0.07254258044277336,2,1,0,1
1989-12-26 09:00:00,R03,0.2736261127060123,-0.03318612705109424,2,0,0,0
1990-01-17 09:00:00,R01/R02,-0.3394576143338825,0.03956128780633356,1,1,0,1
1990-01-18 09:00:00,R01/R02,-0.3152108008359602,-0.04650607877709505,1,0,0,0
1990-01-19 09:00:00,R01/R02,-0.1395941509391807,-0.22849166550396272,1,0,0,0
1990-01-26 09:00:00,R01,0.22737986540794736,0.05439266052905926,2,0,0,0
1990-02-05 09:00:00,R01,-0.2689809703020307,0.35589566330934774,1,0,1,2
1990-02-06 09:00:00,R01,-0.3316713866426633,0.10182519466754537,1,1,0,1
1990-02-07 09:00:00,R01,-0.13991798811056444,-0.06273880874354032,1,0,0,0
1990-02-11 09:00:00,R01,-0.03422171744148368,0.0515298376588237,1,0,0,0
1990-12-18 09:00:00,R03,0.13287566289031352,-0.28364548112756194,2,0,1,2
1990-12-26 09:00:00,R01,0.05447784228048579,-0.3235444419007065,1,0,1,2
1990-12-27 09:00:00,R01,0.1611399753813374,-0.2943056495130145,2,0,1,2
1990-12-28 09:00:00,R01,0.39779063073514076,-0.20226281516119193,2,1,0,1
1990-12-29 09:00:00,R02,0.4676550602726746,0.052435355522030686,2,1,0,1
1991-01-02 09:00:00,R03,0.13806182049797916,0.4277851011327392,2,0,1,2
1991-01-24 09:00:00,R01,-0.27298918831177615,0.1159269387838856,1,0,0,0
1991-01-25 09:00:00,R01/R02,-0.5110931851714539,0.05162458498515331,1,1,0,1
1991-01-26 09:00:00,R01/R02,-0.6431863600105272,-0.09794932281055571,1,1,0,1
1991-01-27 09:00:00,R01,-0.5816454646727599,-0.221102084646291,1,1,0,1
1991-02-08 09:00:00,R02,-0.2048729729237166,-0.0847319115976119,1,0,0,0
1991-02-09 09:00:00,R01,-0.2083784353120644,-0.35377272067553617,1,0,1,2
1991-02-10 09:00:00,R01/R02,-0.024467163116295383,-0.36362249957246506,1,0,1,2
1991-02-18 09:00:00,R03,0.3563317496516149,-0.043447425955260674,2,1,0,1
1991-02-26 09:00:00,R02,0.4510026761637977,0.13307237025770338,2,1,0,1
1991-12-04 09:00:00,R01,-0.35091619703490184,-0.056978094351678936,1,1,0,1
1991-12-05 09:00:00,R01,-0.18117600050070157,-0.03970104950360526,1,0,0,0
1991-12-10 09:00:00,R01,0.030181957479421834,-0.05957954451132724,1,0,0,0
1991-12-11 09:00:00,R01,-0.12763252415392953,-0.12264368668312485,1,0,0,0
1991-12-12 09:00:00,R01,-0.21110097239283457,-0.13717575293776688,1,0,0,0
1991-12-13 09:00:00,R01,-0.2512187705127738,-0.09058773739194588,1,0,0,0
1991-12-14 09:00:00,R01,-0.2983300025483888,0.061454054590140805,1,0,0,0
1991-12-15 09:00:00,R01,-0.4073776205665353,0.09557886577009161,1,1,0,1
1991-12-16 09:00:00,R01,-0.45127597730862024,-0.08449002653508349,1,1,0,1
1991-12-24 09:00:00,R03,0.45648582381429514,0.4493289557111578,2,1,1,2
1991-12-25 09:00:00,R03,0.3975426512889768,0.45768259865534056,2,1,1,2
1991-12-26 09:00:00,R03,0.25721904666857787,0.3237416432858241,2,0,1,2
1992-01-03 09:00:00,R01,-0.5774948915954253,0.3416475820332654,1,1,1,2
1992-01-04 09:00:00,R01,-0.5080145397807397,0.1373134788740998,1,1,0,1
1992-01-05 09:00:00,R01,-0.31494081168845073,0.05521162767772252,1,0,0,0
1992-01-06 09:00:00,R01,-0.2604436788433444,0.012945426741680014,1,0,0,0
1992-01-23 09:00:00,R01,-0.3918597469737798,-0.32993166503117344,1,1,1,2
1992-01-24 09:00:00,R01/R02,-0.379756587929856,-0.371392830947948,1,1,1,2
1992-01-25 09:00:00,R01/R02,-0.2811626897712459,-0.36604736769256746,1,0,1,2
1992-01-27 09:00:00,R02,-0.0931902949701871,-0.443502437717383,1,0,1,2
1992-01-28 09:00:00,R02,-0.09174137893907143,-0.4233125467266894,1,0,1,2
1992-01-29 09:00:00,R01/R02,-0.06091492658714365,-0.3522064689622422,1,0,1,2
1992-02-12 09:00:00,R01,-0.11483219880909909,0.052549218369930976,1,0,0,0
1992-02-25 09:00:00,R01,-0.31105929672723776,0.4381827925328602,1,0,1,2
1992-02-26 09:00:00,R01,-0.42517502362180604,0.21925970793131339,1,1,0,1
1992-12-23 09:00:00,R01,-0.4800302868947605,-0.09255163174668996,1,1,0,1
1992-12-30 09:00:00,R01,-0.33452602069687337,-0.22649366225847112,1,1,0,1
1992-12-31 09:00:00,R01,-0.28224625132342135,-0.40174402543571913,1,0,1,2
1993-01-05 09:00:00,R01/R02,0.03999888408653908,-0.1389076617645575,1,0,0,0
1993-01-07 09:00:00,R03,0.3337679181336513,0.2647340812229629,2,1,1,2
1993-01-08 09:00:00,R03,0.23508438204436502,0.38252156587861874,2,0,1,2
1993-01-09 09:00:00,R03,0.05710733734662854,0.4345844237506571,2,0,1,2
1993-01-12 09:00:00,R03,-0.19394032263702302,0.5133333871851793,1,0,1,2
1993-01-13 09:00:00,R03,-0.20971558309662935,0.3611326107035363,1,0,1,2
1993-01-15 09:00:00,R02,-0.07098362661887421,-0.07609688055723933,1,0,0,0
1993-02-04 09:00:00,R01,-0.5352735447949377,0.15352319531896721,1,1,0,1
1993-02-05 09:00:00,R01,-0.6118795086265738,0.13278928332110101,1,1,0,1
1993-02-06 09:00:00,R01,-0.5808439760706866,0.07786586564976221,1,1,0,1
1993-02-07 09:00:00,R01,-0.5170025705347305,-0.03731779986128051,1,1,0,1
1993-02-14 09:00:00,R01,-0.26414624814207727,-0.07073610475065474,1,0,0,0
1993-02-18 09:00:00,R03,0.16373377794493107,0.07091047284910122,2,0,0,0
1993-02-19 09:00:00,R03,0.24004711979264026,0.16455786313979343,2,0,0,0
1993-02-22 09:00:00,R01,0.24063941880267078,0.16873341023160354,2,0,0,0
1993-02-25 09:00:00,R02,0.4030524906995607,-0.46082323468361286,2,1,1,2
1993-02-26 09:00:00,R02,0.5460071003531363,-0.3223280460607241,2,1,1,2
1994-01-11 09:00:00,R02,0.4113630602514455,-0.3037390628992355,2,1,1,2
1994-01-12 09:00:00,R02,0.4347588962831229,-0.2700091012628998,2,1,1,2
1994-01-15 09:00:00,R03,0.5087546341429439,0.4429509635857014,2,1,1,2
1994-01-16 09:00:00,R03,0.3195283982221473,0.3910198998563642,2,1,1,2
1994-01-25 09:00:00,R01,-0.07012628380543372,-0.1841610948659269,1,0,0,0
1994-01-26 09:00:00,R01,-0.10870673538214533,-0.21424641538869363,1,0,0,0
1994-01-27 09:00:00,R02,0.028926814851594315,-0.3105933116671974,1,0,1,2
1994-02-08 09:00:00,R02,0.28375983825902124,-0.12423051007728289,2,0,0,0
1994-02-09 09:00:00,R03,0.085811680838213,-0.0827394790039199,2,0,0,0
1994-02-20 09:00:00,R02,0.3946211808863769,-0.2607739315516364,2,1,0,1
1994-02-21 09:00:00,R02,0.3873955820087354,0.013875251473998287,2,1,0,1
1994-02-22 09:00:00,R03,0.1081449247553574,0.2312162554267088,2,0,0,0
1994-12-05 09:00:00,R01,-0.46483662577468093,-0.007155990022612924,1,1,0,1
1994-12-06 09:00:00,R01,-0.3194571598226084,-0.05967255778388003,1,0,0,0
1994-12-07 09:00:00,R01,-0.18791892940103144,-0.04710878292842217,1,0,0,0
1995-01-08 09:00:00,R03,0.5699755046995625,-0.24606446150830397,2,1,0,1
1995-01-09 09:00:00,R03,0.5872218156856337,-0.16303763393758536,2,1,0,1
1995-01-17 09:00:00,R03,0.37511215710701656,0.18450609691329592,2,1,0,1
1995-02-06 09:00:00,R01,-0.18548633755436594,0.3248840937487828,1,0,1,2
1995-02-07 09:00:00,R01,-0.26485753331815715,0.32477976640927414,1,0,1,2
1995-02-08 09:00:00,R01/R02,-0.2056256674137766,0.3969801234386943,1,0,1,2
1995-02-09 09:00:00,R01/R02,-0.24789855853939116,0.230260429700524,1,0,0,0
1995-02-14 09:00:00,R02,0.3196467463663658,0.03459275250396701,2,1,0,1
1995-02-15 09:00:00,R03,0.2077842291755473,0.26062187287825467,2,0,0,0
1995-12-07 09:00:00,R01,-0.11568201774668767,-0.3904548926674668,1,0,1,2
1995-12-17 09:00:00,R01/R02,-0.5688441855260093,-0.030330651234797175,1,1,0,1
1996-01-15 09:00:00,R02,0.40640278461689766,-0.10549488578006538,2,1,0,1
1996-01-16 09:00:00,R03,0.2087006145070126,0.16110398487424551,2,0,0,0
1996-02-06 09:00:00,R01,0.20165597366344223,-0.2547262261078367,2,0,0,0
1996-02-21 09:00:00,R03,0.10205449639574647,0.07886142348109794,2,0,0,0
1996-02-23 09:00:00,R02,0.3166490254162285,-0.32719581256218344,2,1,1,2
1996-02-24 09:00:00,R02,0.4264481937129559,-0.22385510418365856,2,1,0,1
1996-02-25 09:00:00,R02/R03,0.4229475680360792,-0.12036970387460222,2,1,0,1
1996-02-26 09:00:00,R03,0.28754330354591834,-0.09386937499474639,2,0,0,0
1997-01-18 09:00:00,R01,-0.3274092938616084,-0.23493587876487723,1,1,0,1
1997-02-23 09:00:00,R01,-0.3054881854012484,0.4749788347703272,1,0,1,2
1997-02-28 09:00:00,R01,-0.019872491967770915,0.06400898222914667,1,0,0,0
1997-12-01 09:00:00,R03,0.13503418779505502,-0.17578047956229412,2,0,0,0
1997-12-08 09:00:00,R02,0.44595223872354883,-0.17262535086651545,2,1,0,1
1997-12-09 09:00:00,R02/R03,0.38677443684591395,-0.02183347839072358,2,1,0,1
1997-12-10 09:00:00,R03,0.19750070883023194,0.016543435754307497,2,0,0,0
1997-12-14 09:00:00,R03,0.06652584431412252,-0.10036713734840612,2,0,0,0
1998-01-03 09:00:00,R01,0.08107167335111937,-0.0013490902036333156,2,0,0,0
1998-01-06 09:00:00,R01,-0.22214696697842015,0.11862450588351084,1,0,0,0
1998-01-07 09:00:00,R01,-0.09752612413457867,-0.14515024015154923,1,0,0,0
1998-01-21 09:00:00,R03,0.09905888509853517,0.03044196975304086,2,0,0,0
1998-01-26 09:00:00,R03,-0.04612736796602279,-0.13946349612864442,1,0,0,0
1998-01-30 09:00:00,R01,-0.07406828303017812,0.09672511219366042,1,0,0,0
1998-02-09 09:00:00,R01,-0.29481354679075794,0.11921751154355734,1,0,0,0
1998-02-10 09:00:00,R01,-0.4139843112840553,-0.009074700000064675,1,1,0,1
1998-02-13 09:00:00,R01,-0.4797783192742645,-0.04683371427068327,1,1,0,1
1998-02-14 09:00:00,R01,-0.2966194450756939,-0.07493221871222505,1,0,0,0
1998-02-19 09:00:00,R03,-0.20829108970742938,0.20018924366542948,1,0,0,0
1998-02-24 09:00:00,R02,0.22157642952541867,-0.0437707622468748,2,0,0,0
1999-02-06 09:00:00,R01,0.22375800424440367,-0.13447704692930543,2,0,0,0
1999-02-21 09:00:00,R01,0.1937147143917146,0.1277964105160577,2,0,0,0
1999-02-22 09:00:00,R01,0.14526952705453286,-0.046630550696871144,2,0,0,0
2000-01-12 09:00:00,R02,0.25435203366997833,-0.1395353915631112,2,0,0,0
2000-01-18 09:00:00,R01,-0.12164428263138102,0.021435533755449244,1,0,0,0
2000-02-25 09:00:00,R03,0.2968365908904542,0.4156171826874093,2,0,1,2
2000-12-16 09:00:00,R01,-0.16739626047569317,-0.3412789806527244,1,0,1,2
2000-12-31 09:00:00,R02/R03,0.6355040507830866,-0.14328519289064978,2,1,0,1
2001-01-01 09:00:00,R03,0.5807244636290259,0.08856110870937936,2,1,0,1
2001-01-30 09:00:00,R02,0.4175967481286673,-0.3063276769951338,2,1,1,2
2001-02-22 09:00:00,R01,-0.1345022492663782,0.34924836310502905,1,0,1,2
2001-02-26 09:00:00,R03,0.21652269926048112,-0.08967851323460856,2,0,0,0
2001-12-06 09:00:00,R01,-0.02614142706792078,0.2890396655743732,1,0,1,2
2002-01-11 09:00:00,R01,-0.532021288717362,0.1539251158748616,1,1,0,1
2002-01-12 09:00:00,R01,-0.4672718358231632,0.0863189380382479,1,1,0,1
2002-01-13 09:00:00,R01,-0.2690943021165624,-0.09852496861886748,1,0,0,0
2002-01-24 09:00:00,R03,0.049119574732722694,0.20979025454160918,2,0,0,0
2002-02-11 09:00:00,R02,0.4427223202522409,0.26859828656488105,2,1,1,2
2002-12-12 09:00:00,R01,-0.42734661374006866,-0.10859087345778477,1,1,0,1
2002-12-13 09:00:00,R01,-0.417073706573543,-0.07897134274391088,1,1,0,1
2002-12-14 09:00:00,R01,-0.3709503196879678,-0.06457079356459737,1,1,0,1
2003-02-15 09:00:00,R01,-0.24356987286579757,-0.3000024349911879,1,0,1,2
2003-02-16 09:00:00,R01,-0.13689656581421056,-0.6358349496342677,1,0,1,2
2003-02-17 09:00:00,R01/R02,-0.008869152405406214,-0.6897292019052975,1,0,1,2
2003-02-18 09:00:00,R02,0.14408757061369068,-0.542100827836877,2,0,1,2
2003-02-19 09:00:00,R02,0.12361294369836413,-0.22917525739863237,2,0,0,0
2003-02-21 09:00:00,R01,-0.198907438342076,0.0017944381113501895,1,0,0,0
2003-02-27 09:00:00,R01,-0.16684763417974519,-0.09836301639290779,1,0,0,0
2003-12-06 09:00:00,R01,-0.3215253476928991,0.2984858236146048,1,0,1,2
2003-12-07 09:00:00,R01,-0.2628632488717693,0.09119657778315655,1,0,0,0
2003-12-16 09:00:00,R03,0.574534086980379,0.11456376706125443,2,1,0,1
2003-12-17 09:00:00,R03,0.44076694638549996,0.1897521452528622,2,1,0,1
2004-01-08 09:00:00,R01,-0.05865800652961547,0.28629102325064476,1,0,1,2
2004-01-15 09:00:00,R01,-0.08063523595909114,-0.06006113421843285,1,0,0,0
2004-01-21 09:00:00,R02,0.350063741001087,-0.3694277192998889,2,1,1,2
2004-02-07 09:00:00,R01,-0.35772544419952,0.2217136042209734,1,1,0,1
2004-12-16 09:00:00,R01,-0.4733154636886987,0.07429691131026014,1,1,0,1
2004-12-17 09:00:00,R01,-0.34643505370363664,-0.19000371796606122,1,1,0,1
2004-12-18 09:00:00,R01,0.05667415741273879,-0.22147747934148643,1,0,0,0
2004-12-27 09:00:00,R01,-0.1231964642969797,-0.26487028141416763,1,0,1,2
2004-12-28 09:00:00,R01,0.006525199878113893,-0.4418925187012184,1,0,1,2
2004-12-31 09:00:00,R01/R02,0.3468633413695642,-0.43400385260822216,2,1,1,2
2005-01-01 09:00:00,R02,0.4576615958250117,-0.311958747267608,2,1,1,2
2005-01-28 09:00:00,R03,0.42936894876308324,-0.31954164577568017,2,1,1,2
2005-01-29 09:00:00,R03,0.4868884140694314,-0.3247448763889745,2,1,1,2
2005-01-31 09:00:00,R03,0.5812215115238437,-0.07570356882987385,2,1,0,1
2005-02-01 09:00:00,R03,0.506767217189854,-0.039862953161922114,2,1,0,1
2005-02-09 09:00:00,R01,-0.1293546807360447,-0.4151693382171408,1,0,1,2
2005-02-10 09:00:00,R01,-0.10480114567564454,-0.40038119589525356,1,0,1,2
2005-02-12 09:00:00,R01/R02,-0.17478823163838464,0.29749633960341265,1,0,1,2
2005-02-13 09:00:00,R01/R02/R03,-0.16048253838158755,0.304357755699143,1,0,1,2
2005-02-15 09:00:00,R02/R03,0.28967849140246715,-0.13103590533467027,2,0,0,0
2005-12-26 09:00:00,R01,-0.018693116167137525,0.107132256256029,1,0,0,0
2006-01-14 09:00:00,R01,-0.2264859982621409,-0.0006067737071682708,1,0,0,0
2006-01-15 09:00:00,R01/R02,-0.3074789592991635,-0.29300479295211446,1,0,1,2
2006-01-16 09:00:00,R01/R02,-0.2413946770456815,-0.3554232215167688,1,0,1,2
2006-01-17 09:00:00,R02,-0.23307810454434646,-0.2339064217711789,1,0,0,0
2006-01-27 09:00:00,R01,-0.13013275584009726,-0.16825093301142308,1,0,0,0
2006-01-28 09:00:00,R01,-0.24552004777649866,-0.17993811978845498,1,0,0,0
2006-02-10 09:00:00,R01,-0.07001981772921101,0.1118443829434119,1,0,0,0
2006-02-16 09:00:00,R03,-0.030187840480881276,0.2821747465631732,1,0,1,2
2006-02-17 09:00:00,R01/R02,-0.1787283819563963,0.07776756239109449,1,0,0,0
2006-02-24 09:00:00,R01,0.024297000663338418,-0.4696914157394317,1,0,1,2
2006-02-25 09:00:00,R01,0.21694668082828986,-0.48542965329925825,2,0,1,2
2006-12-03 09:00:00,R01,-0.20725594443089923,-0.3991573639284195,1,0,1,2
2006-12-04 09:00:00,R01/R02,0.04200285411894827,-0.36733680196177665,1,0,1,2
2006-12-05 09:00:00,R02,0.10719247549659747,-0.02055753342989559,2,0,0,0
2007-01-17 09:00:00,R01,-0.43203935911187197,0.2954983227757662,1,1,1,2
2007-02-10 09:00:00,R02,0.3214178966330668,-0.17854152020297498,2,1,0,1
2007-02-26 09:00:00,R01,-0.05365935399983033,-0.08263691316428864,1,0,0,0
2007-02-27 09:00:00,R01,0.08723015640222562,-0.13435807627544438,2,0,0,0
2007-02-28 09:00:00,R02,0.21162212274510145,0.1079263901299052,2,0,0,0
2007-12-20 09:00:00,R01,-0.28981371299521685,-0.008306282531812715,1,0,0,0
2008-01-07 09:00:00,R01,-0.04319460738431767,-0.3246706119352155,1,0,1,2
2008-01-08 09:00:00,R01,0.0005185720445159094,-0.37985261018381683,1,0,1,2
2008-01-09 09:00:00,R02,0.14256069306149904,-0.3220045539706196,2,0,1,2
2008-01-15 09:00:00,R01/R02,-0.25564709735754193,-0.08625803106312796,1,0,0,0
2008-01-16 09:00:00,R01/R02,-0.1337477614805826,-0.3492702826000204,1,0,1,2
2008-01-20 09:00:00,R03,0.3500997874570971,0.3231115129241698,2,1,1,2
2008-01-23 09:00:00,R03,0.3037725021421949,0.3746993506137815,2,1,1,2
2008-01-24 09:00:00,R03,0.2678404061259782,0.3379485417526894,2,0,1,2
2008-01-25 09:00:00,R03,0.30467055745795113,0.42794960138867927,2,1,1,2
2008-01-26 09:00:00,R03,0.2743512565987341,0.602688376664823,2,0,1,2
2008-02-08 09:00:00,R03,0.47272044648798395,0.10283410206043274,2,1,0,1
2008-02-09 09:00:00,R03,0.4650324945998988,0.14622885044542555,2,1,0,1
2008-02-20 09:00:00,R01,-0.3027607208894234,0.2914172523984264,1,0,1,2
2008-02-21 09:00:00,R01,-0.25847311176463456,-0.04574322690990697,1,0,0,0
2008-12-19 09:00:00,R01,0.18450575545327727,-0.40762187252878446,2,0,1,2
2008-12-20 09:00:00,R02,0.3502288822194892,-0.2563515293718429,2,1,0,1
2009-01-03 09:00:00,R01,-0.06305422181212264,0.00014660977042782513,1,0,0,0
2009-12-09 09:00:00,R01,-0.18263879557986742,-0.22323916750432637,1,0,0,0
2010-01-12 09:00:00,R03,0.4181591543999295,-0.32500933058316805,2,1,1,2
2010-01-13 09:00:00,R03,0.32789471662264563,-0.09531365372834265,2,1,0,1
2010-02-05 09:00:00,R01,-0.15281274025594652,0.10162493695003094,1,0,0,0
2010-02-06 09:00:00,R01,-0.238477853702465,-0.04994419828105483,1,0,0,0
2010-02-07 09:00:00,R01,-0.06835039964432905,-0.22279916666457925,1,0,0,0
2010-02-08 09:00:00,R01/R02,0.2784263177885652,-0.2445339773059343,2,0,0,0
2010-02-26 09:00:00,R01,-0.1474559741236008,0.21875223586121983,1,0,0,0
2010-02-27 09:00:00,R01,-0.21640083075641448,0.22797912529968756,1,0,0,0
2010-02-28 09:00:00,R01,-0.2299948450356598,0.18929603208568935,1,0,0,0
2010-12-08 09:00:00,R03,0.3153841857083,0.16976329931828196,2,1,0,1
2010-12-09 09:00:00,R03,0.3239376781175321,0.2761719581051424,2,1,1,2
2010-12-31 09:00:00,R03,0.31506459952090543,0.2265144340251504,2,1,0,1
2011-01-01 09:00:00,R03,0.20413140084165232,0.23959469869101205,2,0,0,0
2011-01-16 09:00:00,R03,-0.18390215380839592,0.5250971112398464,1,0,1,2
2011-02-02 09:00:00,R01,-0.31631183049367395,-0.26613727222319666,1,0,1,2
2011-02-03 09:00:00,R01,-0.17417046859133017,-0.4786853041978131,1,0,1,2
2011-02-04 09:00:00,R01,0.10928981370658258,-0.39775792396445103,2,0,1,2
2011-02-07 09:00:00,R02,0.019400921979339,-0.0578899544903891,1,0,0,0
2011-02-11 09:00:00,R01,-0.27226280347121673,-0.008798396235404278,1,0,0,0
2011-02-12 09:00:00,R01,-0.304967657110666,-0.2549238784135778,1,0,0,0
2011-02-13 09:00:00,R02,-0.13319220822757616,-0.3621961377331057,1,0,1,2
2011-02-14 09:00:00,R02,0.02455147937680801,-0.38481152578684874,1,0,1,2
2011-02-15 09:00:00,R02,0.17741093335903618,-0.22330467600051862,2,0,0,0
2011-02-17 09:00:00,R03,-0.007564039974914826,-0.16458929893174945,1,0,0,0
2012-01-01 09:00:00,R03,0.5331946130540831,0.2686882215807872,2,1,1,2
2012-01-02 09:00:00,R03,0.23833259419127523,0.40216304327072794,2,0,1,2
2012-01-14 09:00:00,R01,-0.020598081746254115,0.2852471016313303,1,0,1,2
