0.1135,0.1131,0.0180,-0.0105
0.0669,0.0350,0.0406,-0.0105
0.1535,0.1743,0.0288,-0.1066
0.0678,0.0491,0.0625,0.0351
0.0993,0.0105,0.0292,0.0281
0.0996,-0.0855,0.0459,-0.1122
0.0270,-0.1381,0.0206,0.0355
-0.1418,0.0195,-0.0683,-0.0054
-0.1735,0.0920,0.0190,-0.0692
0.0658,0.0920,-0.0469,0.0276
-0.0861,0.2086,0.2656,-0.0954
-0.0220,-0.1250,0.0472,-0.0535
-0.0373,-0.1725,-0.0225,-0.1007
-0.0593,-0.1927,-0.0174,-0.0445
-0.0435,-0.1554,-0.0051,-0.0427
-0.0404,-0.0558,0.1365,0.1327
-0.0200,-0.0681,0.1091,0.0916
-0.0860,-0.0908,0.0564,0.0605
-0.1217,-0.1124,-0.0323,0.0266
-0.1219,-0.0965,-0.1127,0.0487
-0.1874,-0.0434,0.1052,-0.0356
-0.1927,-0.0781,0.0004,0.0929
0.0334,-0.1301,0.0183,-0.0146
0.1012,-0.1078,-0.0424,-0.1243
0.0654,-0.1652,-0.0389,-0.1091
-0.0013,-0.1672,-0.0627,-0.1477
-0.0062,-0.0995,-0.1335,-0.1578
-0.1826,0.1067,-0.0047,-0.1019
0.1974,-0.0943,0.0256,-0.0477
0.0925,-0.1837,0.1060,0.0534
-0.0148,-0.2148,0.1375,-0.0938
-0.0218,-0.2351,0.1331,-0.0774
-0.0255,-0.2203,0.1197,-0.0475
-0.0509,-0.1744,0.0904,-0.0046
-0.0382,-0.0505,0.0712,0.0760
0.0169,-0.0626,-0.0184,0.0593
-0.0080,0.2270,-0.0740,-0.0048
-0.2247,-0.1135,-0.0491,0.0253
-0.2064,-0.1550,-0.0746,0.1031
-0.1910,-0.1584,-0.0399,0.1428
-0.2080,-0.0806,-0.0747,0.0517
0.0426,0.2471,-0.0721,-0.0834
-0.0771,0.0276,0.0102,0.1136
-0.0072,0.0464,0.0362,0.1457
-0.0569,-0.0250,0.0420,0.0074
-0.0965,0.0638,-0.0759,-0.1298
-0.1513,0.0168,-0.0684,-0.0851
0.0274,0.0828,0.0030,-0.0337
0.1128,0.0375,0.0541,-0.0649
0.1308,0.1063,-0.0355,0.0436
0.0459,0.0721,0.0016,0.0301
-0.1535,0.0330,-0.1544,0.0794
-0.1423,0.0244,-0.1560,0.1174
-0.1376,-0.0146,-0.1449,0.0984
-0.0892,-0.0706,-0.1228,0.1102
0.0704,-0.1855,0.0314,0.0509
0.0706,-0.1705,0.1314,0.1117
0.0534,-0.1575,0.1892,0.0843
-0.0126,-0.1297,0.2283,0.0469
-0.0773,-0.1203,0.1981,0.0679
-0.1170,-0.0706,0.1526,0.0790
-0.1736,-0.0605,0.1170,-0.0139
-0.1944,-0.0315,0.0829,-0.0659
0.0978,0.0939,-0.0211,0.1531
0.1016,0.0297,-0.1893,0.1066
0.0138,0.0175,-0.2159,0.1474
-0.0773,0.0282,-0.2116,0.1452
-0.1474,0.0464,-0.1873,0.0461
-0.1763,-0.0864,-0.0635,-0.0342
-0.1380,0.1230,-0.0704,-0.1977
0.0389,0.0606,-0.0214,0.1494
-0.0296,0.0769,-0.0212,0.1110
0.0845,0.1348,-0.1164,0.0950
0.1345,0.1058,-0.0884,0.1189
-0.0756,-0.0209,-0.0261,-0.0096
-0.0022,0.0266,-0.1999,0.1048
-0.0499,0.0193,-0.0956,-0.0255
0.1454,-0.1794,-0.0335,-0.1086
0.1431,-0.1926,-0.0470,-0.1189
0.1222,-0.2131,-0.0535,-0.0966
0.0875,-0.2353,-0.0916,-0.0858
0.1122,-0.1461,-0.0129,0.0434
-0.0516,0.1237,0.0674,-0.1346
-0.0127,0.0361,0.0541,0.0511
-0.0636,0.1414,0.0308,-0.0481
0.1035,-0.0087,-0.1119,0.0977
0.0745,-0.0041,-0.0662,0.1132
-0.0927,0.2149,0.0870,-0.1773
-0.1345,0.1815,0.1073,-0.1521
0.0257,0.0439,-0.1675,-0.0447
0.0492,-0.0220,-0.1872,-0.0428
0.0027,0.1918,0.1264,-0.0379
0.0151,0.1071,0.0840,-0.0189
-0.0561,0.1261,0.0491,0.1132
-0.0179,0.1002,0.0896,0.1718
0.1909,0.0908,-0.0171,0.1084
0.1695,-0.0587,-0.0975,0.0969
-0.0749,-0.1663,0.1970,-0.0571
-0.0950,-0.2122,0.1374,0.0611
-0.1269,-0.2181,0.1173,0.0414
-0.0685,-0.0726,0.1429,0.0210
-0.1813,0.1336,0.1696,0.0511
-0.1398,0.1452,0.1943,0.0839
-0.1042,0.0412,0.1304,0.1010
-0.1363,0.0281,0.0907,0.0601
0.0597,0.1111,0.1611,-0.0679
0.0493,-0.0031,0.1143,-0.0387
0.0441,0.0846,0.0483,-0.1777
0.0095,0.1224,0.0581,-0.1656
0.0700,0.2603,0.0109,-0.0705
-0.0578,0.2057,-0.0645,-0.0742
0.0327,-0.1013,-0.1582,-0.0091
0.0414,-0.0798,-0.1482,-0.0306
0.0822,-0.1715,-0.0045,-0.0473
0.1148,-0.0221,-0.1293,-0.0289
0.0639,-0.0881,0.0227,-0.0910
-0.0082,-0.1006,-0.0565,0.0148
-0.0665,-0.0399,-0.1044,-0.0738
-0.0840,-0.0564,-0.0910,-0.0359
-0.1955,0.0800,0.1185,-0.0903
-0.2463,0.0748,0.0687,-0.1277
-0.2672,0.0281,0.0146,-0.0747
-0.2656,0.0116,0.0214,-0.0300
0.0423,0.0287,0.1286,-0.1144
0.0143,0.1006,-0.0596,0.0023
0.0880,0.1119,-0.0687,0.0314
0.0720,0.0701,-0.0710,-0.0164
0.1658,-0.0007,-0.0698,0.0025
-0.1791,0.0011,-0.1594,0.0647
-0.1069,-0.0227,-0.1522,0.0882
0.1060,-0.0937,0.1069,-0.0445
0.0617,-0.1045,0.1007,0.0055
-0.1603,-0.1170,0.0638,0.0556
-0.1528,-0.0872,0.0133,0.0919
0.1702,0.0800,-0.0669,0.0683
-0.0004,0.0125,0.0360,-0.0501
-0.1319,-0.0615,-0.0506,-0.0406
-0.0983,-0.0468,0.0018,-0.2041
-0.1445,-0.0681,-0.0255,-0.2105
-0.1764,-0.0650,-0.0603,-0.1213
-0.1612,-0.0993,-0.1013,-0.0224
-0.1450,-0.0946,-0.1406,0.0048
0.0372,0.0719,-0.0508,-0.1726
0.0127,0.0493,-0.1169,-0.1622
0.0331,-0.0151,-0.1494,-0.1522
0.0216,-0.0218,-0.1636,-0.0904
-0.0131,0.1110,-0.0313,-0.0585
0.2763,0.0429,-0.0492,-0.0206
0.2476,-0.0003,-0.0520,0.0375
-0.0635,0.0824,0.0300,-0.1230
0.2781,-0.0570,0.0145,-0.0421
0.2569,-0.0696,0.0372,-0.1176
0.1228,-0.0955,-0.0273,-0.1282
0.1629,-0.0303,0.0789,-0.0504
-0.2286,-0.0632,-0.0668,-0.0212
-0.1135,-0.0987,-0.0653,-0.0830
0.0345,0.1863,-0.0720,0.0191
0.0794,-0.1080,0.0989,-0.0625
-0.0085,-0.1974,0.0271,0.0475
0.1655,0.0328,-0.1031,0.0791
-0.0099,0.0882,-0.0317,-0.0557
-0.0553,0.1053,-0.0890,-0.1269
-0.0039,0.0284,-0.0282,-0.0551
0.1915,-0.0584,0.0186,0.0240
0.2643,0.0032,0.0756,0.0709
-0.1636,0.0528,0.0280,-0.0649
-0.1032,0.0951,-0.0009,0.2149
-0.0856,0.0795,-0.0330,0.2304
-0.1140,0.0896,0.1021,0.0959
-0.0030,0.0232,0.1467,0.1315
-0.0426,-0.0336,0.1100,0.1837
-0.0914,-0.0490,0.0594,0.2304
-0.1140,-0.0306,0.0385,0.2349
0.0168,0.2398,0.0773,-0.0067
0.0445,0.2052,0.0412,0.0055
0.1707,0.1458,-0.0130,-0.0585
0.1821,0.1460,0.0261,-0.0471
0.1614,0.1258,0.0752,0.0998
0.1848,0.1364,0.0918,0.0347
0.1474,0.1453,0.0726,-0.0052
-0.1568,0.1659,0.0336,-0.0375
-0.1618,0.0921,0.0318,0.0388
-0.0708,0.2154,0.1746,0.0035
-0.0153,0.1216,-0.1766,-0.0038
0.0209,-0.0268,0.0110,-0.0432
0.1287,-0.1352,-0.0808,0.0986
-0.0665,0.1573,0.0199,-0.0011
0.0271,0.1812,0.0703,-0.0681
-0.0033,0.0401,-0.1482,0.0660
0.1990,0.0664,0.0263,0.1332
0.2200,0.0895,-0.0481,0.0697
0.2051,0.0544,-0.0768,0.0078
0.1968,-0.0052,-0.0908,-0.0601
0.2304,-0.0163,-0.1021,-0.0486
0.2026,-0.0418,-0.1266,-0.0506
-0.1199,0.1497,0.0742,0.0510
-0.1538,0.0927,-0.0907,-0.0172
-0.1537,0.0716,-0.1714,0.0025
-0.1005,0.0575,-0.1554,-0.0137
-0.0939,0.0327,-0.1557,-0.0526
-0.0779,0.0996,-0.0498,0.1333
0.1512,0.1380,0.0192,0.1087
0.1930,-0.0198,0.1614,-0.0008
0.1946,-0.0095,0.1658,-0.0004
0.1908,-0.0195,0.1050,-0.0330
0.1823,0.2060,0.1047,-0.0006
-0.0536,0.1240,0.1603,-0.0976
0.2569,-0.0345,0.0619,0.1137
0.2495,-0.0649,0.0275,0.1179
0.1407,-0.1544,-0.0265,-0.0238
0.1624,-0.1082,0.0226,-0.0543
0.1285,-0.1748,-0.0068,-0.0205
0.0752,-0.1693,-0.0067,-0.0410
