,LOC,EOF1,EOF2,AR_CAT,EOF_CAT1,EOF_CAT2,EOF_CAT
1979-12-01 09:00:00,R03,-0.47065935023287103,-0.1644646639021973,4,1,0,1
1979-12-02 09:00:00,R01,-0.41828859306609595,0.10670760225055376,4,1,0,1
1980-01-24 09:00:00,R01,-0.19702085629352467,-0.11827727114112689,4,0,0,0
1980-01-25 09:00:00,R01,-0.14535851958564822,-0.14599294106604407,4,0,0,0
1980-02-12 09:00:00,R01,-0.17938569509712557,0.13152347084689395,1,0,0,0
1980-02-13 09:00:00,R01,0.008233163503742959,0.11251972186361621,1,0,0,0
1980-02-25 09:00:00,R01,-0.25971816420651683,0.12028929951877068,4,0,0,0
1980-02-26 09:00:00,R01,-0.027744501340447075,0.19414149098141342,1,0,0,0
1980-12-13 09:00:00,R01,-0.38020957182551557,-0.16487645197383483,4,1,0,1
1980-12-23 09:00:00,R02,0.6054782683528458,0.04514008331384694,3,1,0,1
1981-01-27 09:00:00,R01,0.04969191211231046,-0.2287256665321947,2,0,0,0
1981-02-10 09:00:00,R01,-0.24974635572770038,-0.4679510126040308,2,0,1,2
1981-02-11 09:00:00,R01,-0.34369767033087567,-0.20996893181058884,4,1,0,1
1981-12-10 09:00:00,R03,0.3762526597825164,-0.30873805568106916,2,1,1,2
1981-12-11 09:00:00,R03,0.30380748156028725,-0.35008447275269516,2,0,1,2
1982-01-29 09:00:00,R01,0.30730400071105063,-0.08927345196096588,3,0,0,0
1982-02-09 09:00:00,R01,-0.4758314654342173,-0.10421943569651447,4,1,0,1
1982-02-17 09:00:00,R03,-0.0659780791340076,0.2311180902680989,1,0,0,0
1982-02-18 09:00:00,R03,-0.03382962009101085,0.28680620344302477,1,0,1,2
1982-12-08 09:00:00,R01,-0.22865955075823338,0.1910282692758156,1,0,0,0
1982-12-09 09:00:00,R02,-0.19625884230307641,0.2361537715871949,1,0,0,0
1983-01-25 09:00:00,R01,-0.2996410185752602,0.14646513729470576,4,0,0,0
1983-01-27 09:00:00,R02,-0.23937070367919777,-0.10654592069902842,4,0,0,0
1983-02-27 09:00:00,R01,-0.42721733412233626,-0.21755433114427877,4,1,0,1
1983-02-28 09:00:00,R01/R02,-0.4467444678160228,0.057272616716457315,4,1,0,1
1983-12-25 09:00:00,R03,0.3457032804680572,-0.4848441232400714,2,1,1,2
1983-12-26 09:00:00,R03,0.05602395517179882,-0.5903846989239964,2,0,1,2
1983-12-27 09:00:00,R03,-0.19512371025068026,-0.3125199374001288,2,0,1,2
1984-01-16 09:00:00,R03,0.381062900865027,-0.5977074026972152,2,1,1,2
1984-01-17 09:00:00,R03,0.23475153073439048,-0.5545692227639966,2,0,1,2
1984-02-19 09:00:00,R02,0.5699392236209143,0.060980630423815865,3,1,0,1
1984-02-20 09:00:00,R03,0.4812892871203792,0.053656296206518926,3,1,0,1
1984-12-07 09:00:00,R01,-0.3532997099826645,0.20742787656345682,4,1,0,1
1984-12-09 09:00:00,R02,-0.30528522837265065,0.10608574137033992,4,0,0,0
1984-12-10 09:00:00,R01/R02,-0.19447777557851761,-0.14412166476341587,4,0,0,0
1984-12-13 09:00:00,R03,0.18218632006127608,-0.48828390052272197,2,0,1,2
1984-12-14 09:00:00,R03,0.11951734954756114,-0.40307293405452355,2,0,1,2
1985-01-17 09:00:00,R01,-0.02671173837302998,0.5382770554337342,1,0,1,2
1985-02-02 09:00:00,R01,-0.05555051799866839,-0.5161877081793501,2,0,1,2
1985-12-06 09:00:00,R01,-0.08808252606497444,0.19589266082063425,1,0,0,0
1985-12-19 09:00:00,R01,-0.2547201942030592,-0.5205740383898302,2,0,1,2
1985-12-20 09:00:00,R01,-0.3828559282366272,-0.26255094911397353,4,1,0,1
1985-12-21 09:00:00,R01,-0.3825930556457572,-0.0759302011076214,4,1,0,1
1985-12-26 09:00:00,R02,0.1435923790361872,-0.32121346743265794,2,0,1,2
1986-02-09 09:00:00,R02,0.3136954376758222,0.24607878297652794,3,0,0,0
1986-12-03 09:00:00,R01,-0.4190441497469394,-0.1885299078619557,4,1,0,1
1986-12-04 09:00:00,R01,-0.5254867438403089,-0.13800111507458046,4,1,0,1
1986-12-05 09:00:00,R01,-0.6077315068090935,0.042732472755914186,4,1,0,1
1986-12-06 09:00:00,R01,-0.4194070086820042,0.11536021236994187,4,1,0,1
1986-12-13 09:00:00,R02,0.047214175520563936,0.3313554872705009,1,0,1,2
1987-02-11 09:00:00,R01,-0.23335779053145342,0.13204838186371476,4,0,0,0
1987-12-11 09:00:00,R02,0.295653228586344,0.03614858394230434,3,0,0,0
1987-12-29 09:00:00,R01,-0.5108902327306666,0.05844609955636874,4,1,0,1
1987-12-30 09:00:00,R01,-0.5509820388120086,0.1526727006554454,4,1,0,1
1987-12-31 09:00:00,R01,-0.4489673959560456,0.34523950878183157,1,1,1,2
1988-01-01 09:00:00,R01,-0.28690376187821276,0.4879794478248291,1,0,1,2
1988-01-20 09:00:00,R01,0.12181852722689389,0.3861926390548856,1,0,1,2
1988-02-18 09:00:00,R01,-0.30990544820186877,-0.2456597197663671,4,0,0,0
1988-02-19 09:00:00,R01,-0.12623352891758835,-0.1572266310803463,4,0,0,0
1988-02-23 09:00:00,R03,0.2928597610349006,-0.5066068648974048,2,0,1,2
1988-02-24 09:00:00,R03,0.23158351397086555,-0.3935727182028461,2,0,1,2
1988-12-20 09:00:00,R01,0.09486492808243555,-0.26483211076000174,2,0,0,0
1988-12-27 09:00:00,R01,-0.39365736360069503,-0.38903126622190926,4,1,1,2
1988-12-28 09:00:00,R01,-0.5134758662338657,-0.162028184187599,4,1,0,1
1988-12-29 09:00:00,R01,-0.45226366193661416,0.00023844514227250888,4,1,0,1
1989-01-05 09:00:00,R01,-0.3651514957907176,0.2933314605696907,1,1,1,2
1989-01-07 09:00:00,R02,0.33751838872138057,0.14748470321862472,3,1,0,1
1989-01-08 09:00:00,R02/R03,0.2750688653103831,-0.1392407440528072,2,0,0,0
1989-02-02 09:00:00,R01,-0.530042142896956,0.025034327662893374,4,1,0,1
1989-02-03 09:00:00,R01,-0.47407229755861613,0.021001589160463813,4,1,0,1
1989-02-14 09:00:00,R03,0.05076634545698873,-0.22810992806511457,2,0,0,0
1989-02-19 09:00:00,R03,0.07979359583146142,-0.5744899323915321,2,0,1,2
1989-02-23 09:00:00,R01,-0.3431678218830276,-0.04053759838696951,4,1,0,1
1989-12-06 09:00:00,R01,-0.42276352976379244,-0.04991429640735257,4,1,0,1
